Codigo de via;Clase de la via;Particula de la via;Nombre de la via;Tipo de tramo ;Nombre de la aproximacion;Numero inicial del tramo;Calificador del numero inicial del tramo;Numero final del tramo;Calificador del numero final del tramo;Zona S E R  del tramo
245700;CALLE                   ;DE    ;DOLORES                                         ;par  ;NUM;2;  ;998;  ;66
245800;PASAJE                  ;DE    ;DOLORES                                         ;impar;NUM;1;  ;999;  ;52
245800;PASAJE                  ;DE    ;DOLORES                                         ;par  ;NUM;2;  ;998;  ;52
246100;CALLE                   ;DE    ;DOLORES BEJARANO                                ;impar;NUM;1;  ;999;  ;65
246100;CALLE                   ;DE    ;DOLORES BEJARANO                                ;par  ;NUM;2;  ;998;  ;65
246500;CALLE                   ;DE    ;DOLORES ROMERO                                  ;impar;NUM;1;  ;999;  ;43
246500;CALLE                   ;DE    ;DOLORES ROMERO                                  ;par  ;NUM;2;  ;998;  ;43
246600;CALLE                   ;DE    ;DOLORES SANCHEZ CARRASCOSA                      ;impar;NUM;1;  ;999;  ;56
246600;CALLE                   ;DE    ;DOLORES SANCHEZ CARRASCOSA                      ;par  ;NUM;2;  ;998;  ;56
246750;CALLE                   ;DE    ;DOMENICO SCARLATTI                              ;impar;NUM;1;  ;999;  ;76
246750;CALLE                   ;DE    ;DOMENICO SCARLATTI                              ;par  ;NUM;2;  ;998;  ;76
247000;CALLE                   ;DE    ;DOMINGO FERNANDEZ                               ;impar;NUM;1;  ;999;  ;55
247000;CALLE                   ;DE    ;DOMINGO FERNANDEZ                               ;par  ;NUM;2;  ;998;  ;55
247100;CALLE                   ;DE    ;DOMINGO FONTAN                                  ;impar;NUM;1;  ;999;  ;43
247100;CALLE                   ;DE    ;DOMINGO FONTAN                                  ;par  ;NUM;2;  ;998;  ;43
247800;CALLE                   ;DE    ;DOMINGO PEREZ DEL VAL                           ;impar;NUM;1;  ;999;  ;23
247800;CALLE                   ;DE    ;DOMINGO PEREZ DEL VAL                           ;par  ;NUM;2;  ;998;  ;23
248100;CALLE                   ;DE    ;DON ALVARO DE BAZAN                             ;impar;NUM;1;  ;999;  ;75
248100;CALLE                   ;DE    ;DON ALVARO DE BAZAN                             ;par  ;NUM;2;  ;998;  ;75
248400;CALLE                   ;DE    ;DON FELIPE                                      ;impar;NUM;1;  ;999;  ;15
248400;CALLE                   ;DE    ;DON FELIPE                                      ;par  ;NUM;2;  ;998;  ;15
248500;CALLE                   ;DE    ;DON PEDRO                                       ;impar;NUM;1;  ;999;  ;11
248500;CALLE                   ;DE    ;DON PEDRO                                       ;par  ;NUM;2;  ;998;  ;11
248600;CALLE                   ;DE    ;DON QUIJOTE                                     ;impar;NUM;1;  ;999;  ;62
248600;CALLE                   ;DE    ;DON QUIJOTE                                     ;par  ;NUM;2;  ;998;  ;62
248700;CALLE                   ;DE    ;DON RAMON DE LA CRUZ                            ;impar;NUM;1;  ;43;  ;46
248700;CALLE                   ;DE    ;DON RAMON DE LA CRUZ                            ;impar;NUM;45;  ;999;  ;45
248700;CALLE                   ;DE    ;DON RAMON DE LA CRUZ                            ;par  ;NUM;2;  ;42;  ;41
248700;CALLE                   ;DE    ;DON RAMON DE LA CRUZ                            ;par  ;NUM;44;  ;998;  ;42
248900;CALLE                   ;DE LOS;DONADOS                                         ;impar;NUM;1;  ;999;  ;161
248900;CALLE                   ;DE LOS;DONADOS                                         ;par  ;NUM;2;  ;998;  ;161
249200;PLAZA                   ;DE    ;DONOSO                                          ;impar;NUM;1;  ;999;  ;64
249200;PLAZA                   ;DE    ;DONOSO                                          ;par  ;NUM;2;  ;998;  ;64
249300;CALLE                   ;DE    ;DONOSO CORTES                                   ;impar;NUM;1;  ;41;  ;72
249300;CALLE                   ;DE    ;DONOSO CORTES                                   ;impar;NUM;43;  ;999;  ;71
249300;CALLE                   ;DE    ;DONOSO CORTES                                   ;par  ;NUM;2;  ;50;  ;72
249300;CALLE                   ;DE    ;DONOSO CORTES                                   ;par  ;NUM;52;  ;998;  ;71
249400;CALLE                   ;DE    ;DONOSO MONTESINOS                               ;impar;NUM;1;  ;999;  ;55
249400;CALLE                   ;DE    ;DONOSO MONTESINOS                               ;par  ;NUM;2;  ;998;  ;55
249700;PASAJE                  ;DE    ;DOÑA CARLOTA                                    ;impar;NUM;1;  ;999;  ;52
249700;PASAJE                  ;DE    ;DOÑA CARLOTA                                    ;par  ;NUM;2;  ;998;  ;52
250300;PASAJE                  ;DEL   ;DORADO                                          ;impar;NUM;1;  ;999;  ;33
250300;PASAJE                  ;DEL   ;DORADO                                          ;par  ;NUM;2;  ;998;  ;33
250400;PASAJE                  ;DE    ;DORE                                            ;impar;NUM;1;  ;999;  ;12
250400;PASAJE                  ;DE    ;DORE                                            ;par  ;NUM;2;  ;998;  ;12
251000;CALLE                   ;DE LOS;DOS AMIGOS                                      ;impar;NUM;1;  ;999;  ;15
251000;CALLE                   ;DE LOS;DOS AMIGOS                                      ;par  ;NUM;2;  ;998;  ;15
251600;CALLE                   ;DE LAS;DOS HERMANAS                                    ;impar;NUM;1;  ;999;  ;12
251600;CALLE                   ;DE LAS;DOS HERMANAS                                    ;par  ;NUM;2;  ;998;  ;12
251700;CALLE                   ;DEL   ;DOS DE MAYO                                     ;impar;NUM;1;  ;999;  ;15
251700;CALLE                   ;DEL   ;DOS DE MAYO                                     ;par  ;NUM;2;  ;998;  ;15
251900;PLAZA                   ;DEL   ;DOS DE MAYO                                     ;impar;NUM;1;  ;999;  ;15
251900;PLAZA                   ;DEL   ;DOS DE MAYO                                     ;par  ;NUM;2;  ;998;  ;15
252100;CALLE                   ;DE LA ;DRACENA                                         ;impar;NUM;1;  ;999;  ;55
252100;CALLE                   ;DE LA ;DRACENA                                         ;par  ;NUM;2;  ;998;  ;55
252700;CALLE                   ;DE    ;DULCINEA                                        ;impar;NUM;1;  ;999;  ;62
252700;CALLE                   ;DE    ;DULCINEA                                        ;par  ;NUM;2;  ;998;  ;62
253000;CALLE                   ;DEL   ;DUQUE DE ALBA                                   ;impar;NUM;1;  ;999;  ;12
253000;CALLE                   ;DEL   ;DUQUE DE ALBA                                   ;par  ;NUM;2;  ;998;  ;12
253100;PLAZA                   ;DEL   ;DUQUE DE ALBA                                   ;impar;NUM;1;  ;999;  ;12
253100;PLAZA                   ;DEL   ;DUQUE DE ALBA                                   ;par  ;NUM;2;  ;998;  ;12
253200;CALLE                   ;DEL   ;DUQUE DE FERNAN NUÑEZ                           ;impar;NUM;1;  ;999;  ;12
253200;CALLE                   ;DEL   ;DUQUE DE FERNAN NUÑEZ                           ;par  ;NUM;2;  ;998;  ;12
253300;CALLE                   ;DEL   ;DUQUE DE LIRIA                                  ;impar;NUM;1;  ;999;  ;15
253300;CALLE                   ;DEL   ;DUQUE DE LIRIA                                  ;par  ;NUM;2;  ;998;  ;15
253400;CALLE                   ;DEL   ;DUQUE DE MEDINACELI                             ;impar;NUM;1;  ;999;  ;13
253400;CALLE                   ;DEL   ;DUQUE DE MEDINACELI                             ;par  ;NUM;2;  ;998;  ;13
253700;CALLE                   ;DEL   ;DUQUE DE NAJERA                                 ;impar;NUM;1;  ;999;  ;11
253700;CALLE                   ;DEL   ;DUQUE DE NAJERA                                 ;par  ;NUM;2;  ;998;  ;11
253800;CALLE                   ;DEL   ;DUQUE DE OSUNA                                  ;impar;NUM;1;  ;999;  ;15
253800;CALLE                   ;DEL   ;DUQUE DE OSUNA                                  ;par  ;NUM;2;  ;998;  ;15
253900;PLAZA                   ;DEL   ;DUQUE DE PASTRANA                               ;impar;NUM;1;  ;999;  ;56
253900;PLAZA                   ;DEL   ;DUQUE DE PASTRANA                               ;par  ;NUM;2;  ;998;  ;56
254000;CALLE                   ;DEL   ;DUQUE DE RIVAS                                  ;impar;NUM;1;  ;999;  ;12
254000;CALLE                   ;DEL   ;DUQUE DE RIVAS                                  ;par  ;NUM;2;  ;998;  ;12
254100;CALLE                   ;DEL   ;DUQUE DE SESTO                                  ;impar;NUM;1;  ;999;  ;42
254100;CALLE                   ;DEL   ;DUQUE DE SESTO                                  ;par  ;NUM;2;  ;998;  ;42
254200;CALLE                   ;DEL   ;DUQUE DE SEVILLA                                ;impar;NUM;1;  ;999;  ;51
254200;CALLE                   ;DEL   ;DUQUE DE SEVILLA                                ;par  ;NUM;2;  ;998;  ;51
254450;CALLE                   ;DEL   ;DUQUE DE TOVAR                                  ;impar;NUM;1;  ;999;  ;21
254450;CALLE                   ;DEL   ;DUQUE DE TOVAR                                  ;par  ;NUM;2;  ;998;  ;21
255000;CALLE                   ;DE    ;DURAN                                           ;impar;NUM;1;  ;999;  ;51
255000;CALLE                   ;DE    ;DURAN                                           ;par  ;NUM;2;  ;998;  ;51
255700;CALLE                   ;DEL   ;EBRO                                            ;impar;NUM;1;  ;999;  ;51
255700;CALLE                   ;DEL   ;EBRO                                            ;par  ;NUM;2;  ;998;  ;51
255900;CALLE                   ;DE    ;ECHEGARAY                                       ;impar;NUM;1;  ;999;  ;13
255900;CALLE                   ;DE    ;ECHEGARAY                                       ;par  ;NUM;2;  ;998;  ;13
256000;CALLE                   ;DE    ;ECIJA                                           ;impar;NUM;1;  ;999;  ;92
256000;CALLE                   ;DE    ;ECIJA                                           ;par  ;NUM;2;  ;998;  ;92
256100;CALLE                   ;DE    ;EDISON                                          ;impar;NUM;1;  ;999;  ;51
256100;CALLE                   ;DE    ;EDISON                                          ;par  ;NUM;2;  ;998;  ;51
256200;CALLE                   ;DE    ;EDUARDO ADARO                                   ;impar;NUM;1;  ;999;  ;61
256200;CALLE                   ;DE    ;EDUARDO ADARO                                   ;par  ;NUM;2;  ;998;  ;61
256300;CALLE                   ;DE    ;EDUARDO AUNOS                                   ;impar;NUM;1;  ;999;  ;43
256300;CALLE                   ;DE    ;EDUARDO AUNOS                                   ;par  ;NUM;2;  ;998;  ;43
256400;CALLE                   ;DE    ;EDUARDO BENOT                                   ;impar;NUM;1;  ;999;  ;92
256400;CALLE                   ;DE    ;EDUARDO BENOT                                   ;par  ;NUM;2;  ;998;  ;92
256500;PASEO                   ;DE    ;EDUARDO DATO                                    ;impar;NUM;1;  ;999;  ;74
256500;PASEO                   ;DE    ;EDUARDO DATO                                    ;par  ;NUM;2;  ;998;  ;74
257550;CALLE                   ;DE    ;EDUARDO DEL PALACIO                             ;impar;NUM;1;  ;999;  ;51
257550;CALLE                   ;DE    ;EDUARDO DEL PALACIO                             ;par  ;NUM;2;  ;998;  ;51
258500;CALLE                   ;DEL   ;EGA                                             ;impar;NUM;1;  ;999;  ;51
258500;CALLE                   ;DEL   ;EGA                                             ;par  ;NUM;2;  ;998;  ;51
259000;CALLE                   ;DE    ;EGUILAZ                                         ;impar;NUM;1;  ;999;  ;73
259000;CALLE                   ;DE    ;EGUILAZ                                         ;par  ;NUM;2;  ;998;  ;73
261400;CALLE                   ;DE    ;ELOY GONZALO                                    ;impar;NUM;1;  ;999;  ;73
261400;CALLE                   ;DE    ;ELOY GONZALO                                    ;par  ;NUM;2;  ;998;  ;73
261800;CALLE                   ;DE    ;ELVIRA                                          ;impar;NUM;1;  ;999;  ;43
261800;CALLE                   ;DE    ;ELVIRA                                          ;par  ;NUM;2;  ;998;  ;43
262000;CALLE                   ;DE    ;EMBAJADORES                                     ;impar;NUM;1;  ;53;  ;12
262000;CALLE                   ;DE    ;EMBAJADORES                                     ;impar;NUM;55;  ;85; B;26
262000;CALLE                   ;DE    ;EMBAJADORES                                     ;impar;NUM;87;  ;179;  ;25
262000;CALLE                   ;DE    ;EMBAJADORES                                     ;impar;NUM;181;  ;225;  ;24
262000;CALLE                   ;DE    ;EMBAJADORES                                     ;par  ;NUM;2;  ;70;  ;12
262000;CALLE                   ;DE    ;EMBAJADORES                                     ;par  ;NUM;72;  ;112;  ;22
262000;CALLE                   ;DE    ;EMBAJADORES                                     ;par  ;NUM;114;  ;178;  ;23
262000;CALLE                   ;DE    ;EMBAJADORES                                     ;par  ;NUM;180;  ;198; B;25
262000;CALLE                   ;DE    ;EMBAJADORES                                     ;par  ;NUM;200;  ;312;  ;24
262100;GLORIETA                ;DE    ;EMBAJADORES                                     ;impar;NUM;1;  ;1;  ;12
262100;GLORIETA                ;DE    ;EMBAJADORES                                     ;impar;NUM;3;  ;3;  ;26
262100;GLORIETA                ;DE    ;EMBAJADORES                                     ;impar;NUM;5;  ;9;  ;22
262100;GLORIETA                ;DE    ;EMBAJADORES                                     ;par  ;NUM;2;  ;2;  ;12
262100;GLORIETA                ;DE    ;EMBAJADORES                                     ;par  ;NUM;4;  ;4;  ;26
262100;GLORIETA                ;DE    ;EMBAJADORES                                     ;par  ;NUM;6;  ;8;  ;22
262100;GLORIETA                ;DE    ;EMBAJADORES                                     ;par  ;NUM;10;  ;10;  ;12
262600;CALLE                   ;DE    ;EMILIA                                          ;impar;NUM;1;  ;999;  ;64
262600;CALLE                   ;DE    ;EMILIA                                          ;par  ;NUM;2;  ;998;  ;64
263100;CALLE                   ;DE    ;EMILIO CAMPION                                  ;impar;NUM;1;  ;999;  ;51
263100;CALLE                   ;DE    ;EMILIO CAMPION                                  ;par  ;NUM;2;  ;998;  ;51
263200;CALLE                   ;DE    ;EMILIO CARRERE                                  ;impar;NUM;1;  ;999;  ;72
263200;CALLE                   ;DE    ;EMILIO CARRERE                                  ;par  ;NUM;2;  ;998;  ;72
263650;PLAZA                   ;DE    ;EMILIO JIMENEZ MILLAS                           ;impar;NUM;1;  ;999;  ;92
263650;PLAZA                   ;DE    ;EMILIO JIMENEZ MILLAS                           ;par  ;NUM;2;  ;998;  ;92
263800;CALLE                   ;DE    ;EMILIO MARIO                                    ;impar;NUM;1;  ;999;  ;53
263800;CALLE                   ;DE    ;EMILIO MARIO                                    ;par  ;NUM;2;  ;998;  ;53
264800;PLAZA                   ;DEL   ;EMPERADOR CARLOS V                              ;impar;NUM;3;  ;3;  ;27
264800;PLAZA                   ;DEL   ;EMPERADOR CARLOS V                              ;impar;NUM;5;  ;5;  ;26
264800;PLAZA                   ;DEL   ;EMPERADOR CARLOS V                              ;impar;NUM;7;  ;11;  ;12
264800;PLAZA                   ;DEL   ;EMPERADOR CARLOS V                              ;par  ;NUM;4;  ;6;  ;26
264800;PLAZA                   ;DEL   ;EMPERADOR CARLOS V                              ;par  ;NUM;8;  ;10;  ;12
265295;CALLE                   ;DE LA ;ENCARNACION                                     ;impar;NUM;1;  ;999;  ;11
265295;CALLE                   ;DE LA ;ENCARNACION                                     ;par  ;NUM;2;  ;998;  ;11
265300;PLAZA                   ;DE LA ;ENCARNACION                                     ;impar;NUM;1;  ;999;  ;11
265300;PLAZA                   ;DE LA ;ENCARNACION                                     ;par  ;NUM;2;  ;998;  ;11
265900;CALLE                   ;DE LAS;ENCINAS                                         ;impar;NUM;1;  ;999;  ;55
265900;CALLE                   ;DE LAS;ENCINAS                                         ;par  ;NUM;2;  ;998;  ;55
266100;CALLE                   ;DE LA ;ENCOMIENDA                                      ;impar;NUM;1;  ;999;  ;12
266100;CALLE                   ;DE LA ;ENCOMIENDA                                      ;par  ;NUM;2;  ;998;  ;12
266200;TRAVESIA                ;DE LA ;ENCOMIENDA                                      ;impar;NUM;1;  ;999;  ;12
266200;TRAVESIA                ;DE LA ;ENCOMIENDA                                      ;par  ;NUM;2;  ;998;  ;12
266400;CALLE                   ;DE LAS;ENDRINAS                                        ;impar;NUM;1;  ;999;  ;54
266400;CALLE                   ;DE LAS;ENDRINAS                                        ;par  ;NUM;2;  ;998;  ;54
266700;CALLE                   ;DE    ;ENRIQUE AGUILAR                                 ;impar;NUM;1;  ;999;  ;66
266700;CALLE                   ;DE    ;ENRIQUE AGUILAR                                 ;par  ;NUM;2;  ;998;  ;66
267000;CALLE                   ;DE    ;ENRIQUE D'ALMONTE                               ;impar;NUM;1;  ;999;  ;43
267000;CALLE                   ;DE    ;ENRIQUE D'ALMONTE                               ;par  ;NUM;2;  ;998;  ;43
267350;CALLE                   ;DE    ;ENRIQUE JARDIEL PONCELA                         ;impar;NUM;1;  ;999;  ;55
267350;CALLE                   ;DE    ;ENRIQUE JARDIEL PONCELA                         ;par  ;NUM;2;  ;998;  ;55
267400;CALLE                   ;DE    ;ENRIQUE LARRETA                                 ;impar;NUM;1;  ;999;  ;56
267400;CALLE                   ;DE    ;ENRIQUE LARRETA                                 ;par  ;NUM;2;  ;998;  ;56
268200;CALLE                   ;DE    ;ENRIQUE SIMONIS                                 ;impar;NUM;1;  ;999;  ;24
268200;CALLE                   ;DE    ;ENRIQUE SIMONIS                                 ;par  ;NUM;2;  ;998;  ;24
268400;CALLE                   ;DE    ;ENRIQUE TROMPETA                                ;impar;NUM;1;  ;999;  ;23
268400;CALLE                   ;DE    ;ENRIQUE TROMPETA                                ;par  ;NUM;2;  ;998;  ;23
268800;CALLE                   ;DE    ;ENRIQUE I                                       ;impar;NUM;1;  ;999;  ;61
268800;CALLE                   ;DE    ;ENRIQUE I                                       ;par  ;NUM;2;  ;998;  ;61
270100;CALLE                   ;DE    ;ERASO                                           ;impar;NUM;1;  ;999;  ;44
270100;CALLE                   ;DE    ;ERASO                                           ;par  ;NUM;2;  ;998;  ;44
270200;CALLE                   ;DE    ;ERCILLA                                         ;impar;NUM;1;  ;999;  ;22
270200;CALLE                   ;DE    ;ERCILLA                                         ;par  ;NUM;2;  ;998;  ;22
270300;CALLE                   ;DEL   ;ERESMA                                          ;impar;NUM;1;  ;999;  ;51
270300;CALLE                   ;DEL   ;ERESMA                                          ;par  ;NUM;2;  ;998;  ;51
271000;CALLE                   ;DE LA ;ESCALERILLA DE PIEDRA                           ;impar;NUM;1;  ;999;  ;161
271000;CALLE                   ;DE LA ;ESCALERILLA DE PIEDRA                           ;par  ;NUM;2;  ;998;  ;161
271100;CALLE                   ;DE LA ;ESCALINATA                                      ;impar;NUM;1;  ;999;  ;11
271100;CALLE                   ;DE LA ;ESCALINATA                                      ;par  ;NUM;2;  ;998;  ;11
271400;CALLE                   ;DEL   ;ESCARAMUJO                                      ;impar;NUM;1;  ;999;  ;65
271400;CALLE                   ;DEL   ;ESCARAMUJO                                      ;par  ;NUM;2;  ;998;  ;65
271700;CALLE                   ;DE    ;EL ESCORIAL                                     ;impar;NUM;1;  ;999;  ;15
271700;CALLE                   ;DE    ;EL ESCORIAL                                     ;par  ;NUM;2;  ;998;  ;15
271800;CALLE                   ;DE    ;ESCOSURA                                        ;impar;NUM;1;  ;999;  ;72
271800;CALLE                   ;DE    ;ESCOSURA                                        ;par  ;NUM;2;  ;998;  ;72
272000;CALLE                   ;DE LA ;ESCUADRA                                        ;impar;NUM;1;  ;999;  ;12
272000;CALLE                   ;DE LA ;ESCUADRA                                        ;par  ;NUM;2;  ;998;  ;12
272200;PASAJE                  ;DEL   ;ESCUDO                                          ;impar;NUM;1;  ;999;  ;33
272200;PASAJE                  ;DEL   ;ESCUDO                                          ;par  ;NUM;2;  ;998;  ;33
273000;CALLE                   ;DE LA ;ESGRIMA                                         ;impar;NUM;1;  ;999;  ;12
273000;CALLE                   ;DE LA ;ESGRIMA                                         ;par  ;NUM;2;  ;998;  ;12
273300;CALLE                   ;DE LA ;ESPADA                                          ;impar;NUM;1;  ;999;  ;12
273300;CALLE                   ;DE LA ;ESPADA                                          ;par  ;NUM;2;  ;998;  ;12
273500;CALLE                   ;DE    ;ESPALTER                                        ;impar;NUM;1;  ;999;  ;35
273500;CALLE                   ;DE    ;ESPALTER                                        ;par  ;NUM;2;  ;998;  ;35
273600;PLAZA                   ;DE    ;ESPAÑA                                          ;impar;NUM;1;  ;7;  ;11
273600;PLAZA                   ;DE    ;ESPAÑA                                          ;impar;NUM;9;  ;17;  ;92
273600;PLAZA                   ;DE    ;ESPAÑA                                          ;impar;NUM;19;  ;19;  ;15
273600;PLAZA                   ;DE    ;ESPAÑA                                          ;par  ;NUM;2;  ;8;  ;11
273600;PLAZA                   ;DE    ;ESPAÑA                                          ;par  ;NUM;10;  ;18;  ;92
273800;CALLE                   ;DE    ;EL ESPAÑOLETO                                   ;impar;NUM;1;  ;999;  ;74
273800;CALLE                   ;DE    ;EL ESPAÑOLETO                                   ;par  ;NUM;2;  ;998;  ;74
274000;CALLE                   ;DE    ;ESPARTEROS                                      ;impar;NUM;1;  ;999;  ;161
274000;CALLE                   ;DE    ;ESPARTEROS                                      ;par  ;NUM;2;  ;998;  ;161
274100;CALLE                   ;DE    ;ESPARTINAS                                      ;impar;NUM;1;  ;999;  ;42
274100;CALLE                   ;DE    ;ESPARTINAS                                      ;par  ;NUM;2;  ;998;  ;42
274300;CALLE                   ;DEL   ;ESPEJO                                          ;impar;NUM;1;  ;999;  ;11
274300;CALLE                   ;DEL   ;ESPEJO                                          ;par  ;NUM;2;  ;998;  ;11
274400;CALLE                   ;DE    ;ESPERANZA                                       ;impar;NUM;1;  ;999;  ;12
274400;CALLE                   ;DE    ;ESPERANZA                                       ;par  ;NUM;2;  ;998;  ;12
274600;PASEO                   ;DE LA ;ESPERANZA                                       ;impar;NUM;1;  ;999;  ;22
274600;PASEO                   ;DE LA ;ESPERANZA                                       ;par  ;NUM;2;  ;998;  ;22
275100;CALLE                   ;DE    ;ESPERANZA SANCHEZ CARRASCOSA                    ;impar;NUM;1;  ;999;  ;65
275100;CALLE                   ;DE    ;ESPERANZA SANCHEZ CARRASCOSA                    ;par  ;NUM;2;  ;998;  ;65
275400;CALLE                   ;DEL   ;ESPINO                                          ;impar;NUM;1;  ;999;  ;12
275400;CALLE                   ;DEL   ;ESPINO                                          ;par  ;NUM;2;  ;998;  ;12
275700;CALLE                   ;DEL   ;ESPIRITU SANTO                                  ;impar;NUM;1;  ;999;  ;15
275700;CALLE                   ;DEL   ;ESPIRITU SANTO                                  ;par  ;NUM;2;  ;998;  ;15
276100;CALLE                   ;DE    ;ESPOZ Y MINA                                    ;impar;NUM;1;  ;11;  ;163
276100;CALLE                   ;DE    ;ESPOZ Y MINA                                    ;impar;NUM;13;  ;999;  ;13
276100;CALLE                   ;DE    ;ESPOZ Y MINA                                    ;par  ;NUM;2;  ;24;  ;163
276100;CALLE                   ;DE    ;ESPOZ Y MINA                                    ;par  ;NUM;26;  ;998;  ;13
276200;CALLE                   ;DE    ;ESPRONCEDA                                      ;impar;NUM;1;  ;999;  ;75
276200;CALLE                   ;DE    ;ESPRONCEDA                                      ;par  ;NUM;2;  ;998;  ;75
276300;CALLE                   ;DE    ;ESQUILACHE                                      ;impar;NUM;1;  ;999;  ;76
276300;CALLE                   ;DE    ;ESQUILACHE                                      ;par  ;NUM;2;  ;998;  ;76
276400;CALLE                   ;DE    ;ESQUIVEL                                        ;impar;NUM;1;  ;999;  ;72
276400;CALLE                   ;DE    ;ESQUIVEL                                        ;par  ;NUM;2;  ;998;  ;72
276450;PLAZA                   ;DE    ;ESQUIVIAS                                       ;impar;NUM;1;  ;999;  ;84
276450;PLAZA                   ;DE    ;ESQUIVIAS                                       ;par  ;NUM;2;  ;998;  ;84
278600;CALLE                   ;DE    ;ESTANISLAO FIGUERAS                             ;impar;NUM;1;  ;999;  ;92
278600;CALLE                   ;DE    ;ESTANISLAO FIGUERAS                             ;par  ;NUM;2;  ;998;  ;92
279000;PLAZA                   ;DEL   ;ESTE                                            ;impar;NUM;1;  ;999;  ;64
279000;PLAZA                   ;DEL   ;ESTE                                            ;par  ;NUM;2;  ;998;  ;64
279725;CALLE                   ;DE    ;ESTEBAN TERRADAS                                ;impar;NUM;1;  ;999;  ;56
279725;CALLE                   ;DE    ;ESTEBAN TERRADAS                                ;par  ;NUM;6;  ;998;  ;56
279750;CALLE                   ;DE    ;ESTEBANEZ CALDERON                              ;impar;NUM;1;  ;999;  ;63
279750;CALLE                   ;DE    ;ESTEBANEZ CALDERON                              ;par  ;NUM;2;  ;998;  ;63
280000;CALLE                   ;DE    ;ESTEVEZ                                         ;impar;NUM;1;  ;999;  ;51
280000;CALLE                   ;DE    ;ESTEVEZ                                         ;par  ;NUM;2;  ;998;  ;51
281400;CALLE                   ;DE LA ;ESTRELLA                                        ;impar;NUM;1;  ;999;  ;15
281400;CALLE                   ;DE LA ;ESTRELLA                                        ;par  ;NUM;2;  ;998;  ;15
281600;CALLE                   ;DE LA ;ESTRELLA POLAR                                  ;impar;NUM;1;  ;999;  ;33
281600;CALLE                   ;DE LA ;ESTRELLA POLAR                                  ;par  ;NUM;2;  ;998;  ;33
281900;CALLE                   ;DE LOS;ESTUDIANTES                                     ;impar;NUM;1;  ;9999;  ;93
281900;CALLE                   ;DE LOS;ESTUDIANTES                                     ;par  ;NUM;2;  ;9998;  ;93
282000;CALLE                   ;DE LOS;ESTUDIOS                                        ;impar;NUM;1;  ;999;  ;12
282000;CALLE                   ;DE LOS;ESTUDIOS                                        ;par  ;NUM;2;  ;998;  ;12
282600;CALLE                   ;DE    ;EUGENIO                                         ;impar;NUM;1;  ;999;  ;64
282600;CALLE                   ;DE    ;EUGENIO                                         ;par  ;NUM;2;  ;998;  ;64
283000;CALLE                   ;DE    ;EUGENIO SALAZAR                                 ;impar;NUM;1;  ;5;  ;52
283000;CALLE                   ;DE    ;EUGENIO SALAZAR                                 ;impar;NUM;7;  ;999;  ;53
283000;CALLE                   ;DE    ;EUGENIO SALAZAR                                 ;par  ;NUM;2;  ;4;  ;52
283000;CALLE                   ;DE    ;EUGENIO SALAZAR                                 ;par  ;NUM;6;  ;998;  ;53
283100;CALLE                   ;DE    ;EUGENIO SELLES                                  ;impar;NUM;1;  ;999;  ;23
283100;CALLE                   ;DE    ;EUGENIO SELLES                                  ;par  ;NUM;2;  ;998;  ;23
283900;CALLE                   ;DE    ;EUROPA                                          ;impar;NUM;1;  ;999;  ;55
283900;CALLE                   ;DE    ;EUROPA                                          ;par  ;NUM;2;  ;998;  ;55
284500;CALLE                   ;DE    ;EUSTAQUIO RODRIGUEZ                             ;impar;NUM;1;  ;999;  ;76
284500;CALLE                   ;DE    ;EUSTAQUIO RODRIGUEZ                             ;par  ;NUM;2;  ;998;  ;76
284900;CALLE                   ;DE    ;EVARISTO SAN MIGUEL                             ;impar;NUM;1;  ;999;  ;92
284900;CALLE                   ;DE    ;EVARISTO SAN MIGUEL                             ;par  ;NUM;2;  ;998;  ;92
285000;CALLE                   ;DE LA ;EXPLANADA                                       ;impar;NUM;1;  ;9999;  ;93
285000;CALLE                   ;DE LA ;EXPLANADA                                       ;par  ;NUM;2;  ;9998;  ;93
286000;CALLE                   ;DEL   ;FACTOR                                          ;impar;NUM;1;  ;999;  ;11
286000;CALLE                   ;DEL   ;FACTOR                                          ;par  ;NUM;2;  ;998;  ;11
286400;CALLE                   ;DE LA ;FARMACIA                                        ;impar;NUM;1;  ;999;  ;14
286400;CALLE                   ;DE LA ;FARMACIA                                        ;par  ;NUM;2;  ;998;  ;14
287500;CALLE                   ;DE LA ;FE                                              ;impar;NUM;1;  ;999;  ;12
287500;CALLE                   ;DE LA ;FE                                              ;par  ;NUM;2;  ;998;  ;12
288050;CALLE                   ;DE    ;FEDERICO GARCIA SANCHIZ                         ;impar;NUM;1;  ;999;  ;54
288050;CALLE                   ;DE    ;FEDERICO GARCIA SANCHIZ                         ;par  ;NUM;2;  ;998;  ;54
288600;CALLE                   ;DE    ;FEDERICO SALMON                                 ;impar;NUM;1;  ;999;  ;55
288600;CALLE                   ;DE    ;FEDERICO SALMON                                 ;par  ;NUM;2;  ;998;  ;55
288700;CALLE                   ;DE    ;FEIJOO                                          ;impar;NUM;1;  ;999;  ;73
288700;CALLE                   ;DE    ;FEIJOO                                          ;par  ;NUM;2;  ;998;  ;73
289100;CALLE                   ;DE    ;FELIPE CAMPOS                                   ;impar;NUM;1;  ;999;  ;51
289100;CALLE                   ;DE    ;FELIPE CAMPOS                                   ;par  ;NUM;2;  ;998;  ;51
289600;CALLE                   ;DE    ;FELIPE EL HERMOSO                               ;impar;NUM;1;  ;999;  ;73
