Codigo de via;Clase de la via;Particula de la via;Nombre de la via;Tipo de tramo ;Nombre de la aproximacion;Numero inicial del tramo;Calificador del numero inicial del tramo;Numero final del tramo;Calificador del numero final del tramo;Zona S E R  del tramo
373200;CALLE                   ;DE LA ;INFANTA MARIA TERESA                            ;par  ;NUM;2;  ;998;  ;54
373400;CALLE                   ;DE LA ;INFANTA MERCEDES                                ;impar;NUM;1;  ;45;  ;62
373400;CALLE                   ;DE LA ;INFANTA MERCEDES                                ;impar;NUM;47;  ;999;  ;63
373400;CALLE                   ;DE LA ;INFANTA MERCEDES                                ;par  ;NUM;2;  ;30;  ;62
373400;CALLE                   ;DE LA ;INFANTA MERCEDES                                ;par  ;NUM;32;  ;998;  ;63
373500;TRAVESIA                ;DE LA ;INFANTA MERCEDES                                ;impar;NUM;1;  ;999;  ;62
373500;TRAVESIA                ;DE LA ;INFANTA MERCEDES                                ;par  ;NUM;2;  ;998;  ;62
373600;CALLE                   ;DE LAS;INFANTAS                                        ;impar;NUM;1;  ;999;  ;14
373600;CALLE                   ;DE LAS;INFANTAS                                        ;par  ;NUM;2;  ;998;  ;14
373700;CALLE                   ;DEL   ;INFANTE                                         ;impar;NUM;1;  ;999;  ;13
373700;CALLE                   ;DEL   ;INFANTE                                         ;par  ;NUM;2;  ;998;  ;13
375600;CALLE                   ;DEL   ;IRATI                                           ;impar;NUM;1;  ;999;  ;51
375600;CALLE                   ;DEL   ;IRATI                                           ;par  ;NUM;2;  ;998;  ;51
375700;CALLE                   ;DE    ;IRIARTE                                         ;impar;NUM;1;  ;999;  ;44
375700;CALLE                   ;DE    ;IRIARTE                                         ;par  ;NUM;2;  ;998;  ;44
376000;CALLE                   ;DE LOS;IRLANDESES                                      ;impar;NUM;1;  ;999;  ;11
376000;CALLE                   ;DE LOS;IRLANDESES                                      ;par  ;NUM;2;  ;998;  ;11
376500;CALLE                   ;DE    ;IRUN                                            ;impar;NUM;1;  ;999;  ;92
376500;CALLE                   ;DE    ;IRUN                                            ;par  ;NUM;2;  ;998;  ;92
376800;CALLE                   ;DE    ;ISAAC PERAL                                     ;impar;NUM;19;  ;999;  ;76
376800;CALLE                   ;DE    ;ISAAC PERAL                                     ;par  ;NUM;2;  ;42;  ;71
376800;CALLE                   ;DE    ;ISAAC PERAL                                     ;par  ;NUM;44;  ;998;  ;76
377300;CALLE                   ;DE    ;ISABEL LA CATOLICA                              ;impar;NUM;1;  ;999;  ;11
377300;CALLE                   ;DE    ;ISABEL LA CATOLICA                              ;par  ;NUM;2;  ;998;  ;11
378100;CALLE                   ;DE    ;ISABEL SERRANO                                  ;impar;NUM;1;  ;999;  ;65
378100;CALLE                   ;DE    ;ISABEL SERRANO                                  ;par  ;NUM;2;  ;998;  ;65
378200;PLAZA                   ;DE    ;ISABEL II                                       ;impar;NUM;1;  ;999;  ;11
378200;PLAZA                   ;DE    ;ISABEL II                                       ;par  ;NUM;2;  ;998;  ;11
380700;CALLE                   ;DE LA ;ISLA DE CORCEGA                                 ;impar;NUM;1;  ;999;  ;66
380700;CALLE                   ;DE LA ;ISLA DE CORCEGA                                 ;par  ;NUM;2;  ;998;  ;66
381400;CALLE                   ;DE LA ;ISLA DE GOMERA                                  ;impar;NUM;1;  ;999;  ;66
381400;CALLE                   ;DE LA ;ISLA DE GOMERA                                  ;par  ;NUM;2;  ;998;  ;66
385400;CALLE                   ;DE LAS;ISLAS GILBERT                                   ;impar;NUM;1;  ;999;  ;66
385400;CALLE                   ;DE LAS;ISLAS GILBERT                                   ;par  ;NUM;2;  ;998;  ;66
387100;CALLE                   ;DE    ;ISTURIZ                                         ;impar;NUM;1;  ;999;  ;62
387100;CALLE                   ;DE    ;ISTURIZ                                         ;par  ;NUM;2;  ;998;  ;62
387200;PLAZA                   ;DE    ;ITALIA                                          ;impar;NUM;1;  ;999;  ;24
387200;PLAZA                   ;DE    ;ITALIA                                          ;par  ;NUM;2;  ;998;  ;24
387300;CALLE                   ;DE    ;ITALICA                                         ;impar;NUM;1;  ;999;  ;55
387300;CALLE                   ;DE    ;ITALICA                                         ;par  ;NUM;2;  ;998;  ;55
387400;CALLE                   ;DE    ;ITURBE                                          ;impar;NUM;1;  ;999;  ;43
387400;CALLE                   ;DE    ;ITURBE                                          ;par  ;NUM;2;  ;998;  ;43
388200;PLAZA                   ;DE    ;JACINTO BENAVENTE                               ;impar;NUM;1;  ;1;  ;163
388200;PLAZA                   ;DE    ;JACINTO BENAVENTE                               ;impar;NUM;3;  ;5;  ;161
388200;PLAZA                   ;DE    ;JACINTO BENAVENTE                               ;par  ;NUM;2;  ;2;  ;163
388500;PASEO                   ;DE LOS;JACINTOS                                        ;impar;NUM;1;  ;999;  ;54
388500;PASEO                   ;DE LOS;JACINTOS                                        ;par  ;NUM;2;  ;998;  ;54
388600;CALLE                   ;DE    ;JACOMETREZO                                     ;impar;NUM;1;  ;999;  ;161
388600;CALLE                   ;DE    ;JACOMETREZO                                     ;par  ;NUM;2;  ;998;  ;11
388700;CALLE                   ;DE    ;JAEN                                            ;impar;NUM;1;  ;999;  ;62
388700;CALLE                   ;DE    ;JAEN                                            ;par  ;NUM;2;  ;998;  ;62
388900;CALLE                   ;DE    ;JAIME EL CONQUISTADOR                           ;impar;NUM;1;  ;999;  ;23
388900;CALLE                   ;DE    ;JAIME EL CONQUISTADOR                           ;par  ;NUM;2;  ;998;  ;23
389500;CALLE                   ;DEL   ;JARAMA                                          ;impar;NUM;1;  ;999;  ;51
389500;CALLE                   ;DEL   ;JARAMA                                          ;par  ;NUM;2;  ;998;  ;51
389600;CALLE                   ;DE LOS;JARAMAGOS                                       ;impar;NUM;1;  ;999;  ;65
389600;CALLE                   ;DE LOS;JARAMAGOS                                       ;par  ;NUM;2;  ;998;  ;65
389900;CALLE                   ;DEL   ;JARDIN DE SAN FEDERICO                          ;impar;NUM;1;  ;999;  ;42
389900;CALLE                   ;DEL   ;JARDIN DE SAN FEDERICO                          ;par  ;NUM;2;  ;998;  ;42
390100;CALLE                   ;DE LOS;JARDINES                                        ;impar;NUM;1;  ;999;  ;163
390100;CALLE                   ;DE LOS;JARDINES                                        ;par  ;NUM;2;  ;998;  ;163
390300;CALLE                   ;DE    ;JATIVA                                          ;impar;NUM;1;  ;999;  ;32
390300;CALLE                   ;DE    ;JATIVA                                          ;par  ;NUM;2;  ;998;  ;32
390700;CALLE                   ;DE    ;JAVIER FERRERO                                  ;impar;NUM;1;  ;999;  ;53
390700;CALLE                   ;DE    ;JAVIER FERRERO                                  ;par  ;NUM;2;  ;998;  ;53
391300;CALLE                   ;DE    ;JENNER                                          ;impar;NUM;1;  ;999;  ;74
391300;CALLE                   ;DE    ;JENNER                                          ;par  ;NUM;2;  ;998;  ;74
391400;CALLE                   ;DE    ;JEREZ                                           ;impar;NUM;1;  ;999;  ;55
391400;CALLE                   ;DE    ;JEREZ                                           ;par  ;NUM;2;  ;998;  ;55
391600;CALLE                   ;DE    ;JERICO                                          ;impar;NUM;1;  ;999;  ;36
391600;CALLE                   ;DE    ;JERICO                                          ;par  ;NUM;2;  ;998;  ;36
391700;CALLE                   ;DE    ;JERONIMA LLORENTE                               ;impar;NUM;1;  ;999;  ;61
391700;CALLE                   ;DE    ;JERONIMA LLORENTE                               ;par  ;NUM;2;  ;998;  ;61
391900;CALLE                   ;DE    ;JERONIMO DE LA QUINTANA                         ;impar;NUM;1;  ;999;  ;73
391900;CALLE                   ;DE    ;JERONIMO DE LA QUINTANA                         ;par  ;NUM;2;  ;998;  ;73
392000;CALLE                   ;DE    ;JERTE                                           ;impar;NUM;1;  ;999;  ;11
392000;CALLE                   ;DE    ;JERTE                                           ;par  ;NUM;2;  ;998;  ;11
392400;CALLE                   ;DE    ;JESUS                                           ;impar;NUM;1;  ;999;  ;13
392400;CALLE                   ;DE    ;JESUS                                           ;par  ;NUM;2;  ;998;  ;13
392500;PLAZA                   ;DE    ;JESUS                                           ;impar;NUM;1;  ;999;  ;13
392500;PLAZA                   ;DE    ;JESUS                                           ;par  ;NUM;2;  ;998;  ;13
392700;CALLE                   ;DE    ;JESUS APRENDIZ                                  ;impar;NUM;1;  ;999;  ;36
392700;CALLE                   ;DE    ;JESUS APRENDIZ                                  ;par  ;NUM;2;  ;998;  ;36
393200;CALLE                   ;DE    ;JESUS GOLDERO                                   ;impar;NUM;1;  ;999;  ;24
393200;CALLE                   ;DE    ;JESUS GOLDERO                                   ;par  ;NUM;2;  ;998;  ;24
393600;CALLE                   ;DE    ;JESUS MAESTRO                                   ;impar;NUM;1;  ;999;  ;76
393600;CALLE                   ;DE    ;JESUS MAESTRO                                   ;par  ;NUM;2;  ;998;  ;76
393600;CALLE                   ;DE    ;JESUS MAESTRO                                   ;otros;S/N;0;  ;0;  ;76
393700;CALLE                   ;DE    ;JESUS Y MARIA                                   ;impar;NUM;1;  ;999;  ;12
393700;CALLE                   ;DE    ;JESUS Y MARIA                                   ;par  ;NUM;2;  ;998;  ;12
393900;CALLE                   ;DE    ;JESUS MENDEZ                                    ;impar;NUM;1;  ;999;  ;44
393900;CALLE                   ;DE    ;JESUS MENDEZ                                    ;par  ;NUM;2;  ;998;  ;44
394600;CALLE                   ;DE    ;JESUS DEL VALLE                                 ;impar;NUM;1;  ;999;  ;15
394600;CALLE                   ;DE    ;JESUS DEL VALLE                                 ;par  ;NUM;2;  ;998;  ;15
394750;CALLE                   ;DEL   ;JILOCA                                          ;impar;NUM;1;  ;999;  ;54
394750;CALLE                   ;DEL   ;JILOCA                                          ;par  ;NUM;2;  ;998;  ;54
394900;CALLE                   ;DE LA ;JIRAFA                                          ;impar;NUM;1;  ;999;  ;65
394900;CALLE                   ;DE LA ;JIRAFA                                          ;par  ;NUM;2;  ;998;  ;65
395000;CALLE                   ;DE    ;JOAQUIN ARJONA                                  ;impar;NUM;1;  ;999;  ;61
395000;CALLE                   ;DE    ;JOAQUIN ARJONA                                  ;par  ;NUM;2;  ;998;  ;61
395150;CALLE                   ;DE    ;JOAQUIN BAU                                     ;impar;NUM;1;  ;999;  ;55
395150;CALLE                   ;DE    ;JOAQUIN BAU                                     ;par  ;NUM;2;  ;998;  ;55
395300;CALLE                   ;DE    ;JOAQUIN COSTA                                   ;impar;NUM;1;  ;999;  ;51
395300;CALLE                   ;DE    ;JOAQUIN COSTA                                   ;par  ;NUM;2;  ;998;  ;51
395400;CALLE                   ;DE    ;JOAQUIN DICENTA                                 ;impar;NUM;1;  ;999;  ;64
395400;CALLE                   ;DE    ;JOAQUIN DICENTA                                 ;par  ;NUM;2;  ;998;  ;64
395600;PLAZA                   ;DE    ;JOAQUIN DICENTA                                 ;impar;NUM;1;  ;999;  ;64
395600;PLAZA                   ;DE    ;JOAQUIN DICENTA                                 ;par  ;NUM;2;  ;998;  ;64
396100;CALLE                   ;DE    ;JOAQUIN MARIA LOPEZ                             ;impar;NUM;1;  ;19;  ;72
396100;CALLE                   ;DE    ;JOAQUIN MARIA LOPEZ                             ;impar;NUM;21;  ;999;  ;71
396100;CALLE                   ;DE    ;JOAQUIN MARIA LOPEZ                             ;par  ;NUM;2;  ;24;  ;72
396100;CALLE                   ;DE    ;JOAQUIN MARIA LOPEZ                             ;par  ;NUM;26;  ;998;  ;71
396600;CALLE                   ;DE    ;JOAQUIN MONTES JOVELLAR                         ;impar;NUM;1;  ;999;  ;51
396600;CALLE                   ;DE    ;JOAQUIN MONTES JOVELLAR                         ;par  ;NUM;2;  ;998;  ;51
397250;PASEO                   ;DE    ;JOHN LENNON                                     ;impar;NUM;1;  ;999;  ;33
397250;PASEO                   ;DE    ;JOHN LENNON                                     ;par  ;NUM;2;  ;998;  ;33
397300;CALLE                   ;DE    ;JORDAN                                          ;impar;NUM;1;  ;999;  ;73
397300;CALLE                   ;DE    ;JORDAN                                          ;par  ;NUM;2;  ;998;  ;73
397400;CALLE                   ;DE    ;JORGE JUAN                                      ;impar;NUM;1;  ;47;  ;41
397400;CALLE                   ;DE    ;JORGE JUAN                                      ;impar;NUM;49;  ;133;  ;42
397400;CALLE                   ;DE    ;JORGE JUAN                                      ;impar;NUM;135;  ;999;  ;43
397400;CALLE                   ;DE    ;JORGE JUAN                                      ;par  ;NUM;2;  ;52;  ;41
397400;CALLE                   ;DE    ;JORGE JUAN                                      ;par  ;NUM;54;  ;106;  ;42
397400;CALLE                   ;DE    ;JORGE JUAN                                      ;par  ;NUM;108;  ;998;  ;43
397500;CALLE                   ;DE    ;JORGE MANRIQUE                                  ;impar;NUM;1;  ;999;  ;51
397500;CALLE                   ;DE    ;JORGE MANRIQUE                                  ;par  ;NUM;2;  ;998;  ;51
397600;CALLE                   ;DE    ;JOSE                                            ;impar;NUM;1;  ;999;  ;64
397600;CALLE                   ;DE    ;JOSE                                            ;par  ;NUM;2;  ;998;  ;64
397700;CALLE                   ;DE    ;JOSE ABASCAL                                    ;impar;NUM;1;  ;999;  ;75
397700;CALLE                   ;DE    ;JOSE ABASCAL                                    ;par  ;NUM;2;  ;10;  ;73
397700;CALLE                   ;DE    ;JOSE ABASCAL                                    ;par  ;NUM;12;  ;998;  ;74
398100;CALLE                   ;DE    ;JOSE ANSELMO CLAVE                              ;impar;NUM;1;  ;999;  ;35
398100;CALLE                   ;DE    ;JOSE ANSELMO CLAVE                              ;par  ;NUM;2;  ;998;  ;35
398400;CALLE                   ;DE    ;JOSE ANTONIO DE ARMONA                          ;impar;NUM;1;  ;999;  ;26
398400;CALLE                   ;DE    ;JOSE ANTONIO DE ARMONA                          ;par  ;NUM;2;  ;998;  ;26
398600;CALLE                   ;DE    ;JOSE ANTONIO ZAPATA                             ;impar;NUM;1;  ;999;  ;24
398600;CALLE                   ;DE    ;JOSE ANTONIO ZAPATA                             ;par  ;NUM;2;  ;998;  ;24
399900;CALLE                   ;DE    ;JOSE CALVO                                      ;impar;NUM;1;  ;999;  ;66
399900;CALLE                   ;DE    ;JOSE CALVO                                      ;par  ;NUM;2;  ;998;  ;66
400350;CALLE                   ;DE    ;JOSE CASTAN TOBEÑAS                             ;impar;NUM;1;  ;999;  ;63
400350;CALLE                   ;DE    ;JOSE CASTAN TOBEÑAS                             ;par  ;NUM;2;  ;998;  ;63
400400;CALLE                   ;DE    ;JOSE CELESTINO MUTIS                            ;impar;NUM;1;  ;999;  ;43
400400;CALLE                   ;DE    ;JOSE CELESTINO MUTIS                            ;par  ;NUM;2;  ;998;  ;43
401400;CALLE                   ;DE    ;JOSE GUTIERREZ ABASCAL                          ;impar;NUM;1;  ;999;  ;51
401400;CALLE                   ;DE    ;JOSE GUTIERREZ ABASCAL                          ;par  ;NUM;2;  ;998;  ;51
402100;CALLE                   ;DE    ;JOSE LAZARO GALDIANO                            ;impar;NUM;1;  ;999;  ;54
402100;CALLE                   ;DE    ;JOSE LAZARO GALDIANO                            ;par  ;NUM;2;  ;998;  ;54
403200;CALLE                   ;DE    ;JOSE MARAÑON                                    ;impar;NUM;1;  ;999;  ;73
403200;CALLE                   ;DE    ;JOSE MARAÑON                                    ;par  ;NUM;2;  ;998;  ;73
403500;CALLE                   ;DE    ;JOSE MARIA DE CASTRO                            ;impar;NUM;1;  ;999;  ;62
403500;CALLE                   ;DE    ;JOSE MARIA DE CASTRO                            ;par  ;NUM;2;  ;998;  ;62
404100;CALLE                   ;DE    ;JOSE MARIA ROQUERO                              ;impar;NUM;1;  ;999;  ;26
404100;CALLE                   ;DE    ;JOSE MARIA ROQUERO                              ;par  ;NUM;2;  ;998;  ;26
404250;PLAZA                   ;DE    ;JOSE MARIA SOLER                                ;impar;NUM;7;  ;7;  ;55
404400;CALLE                   ;DE    ;JOSE MARTINEZ DE VELASCO                        ;impar;NUM;1;  ;999;  ;33
404400;CALLE                   ;DE    ;JOSE MARTINEZ DE VELASCO                        ;par  ;NUM;2;  ;998;  ;33
404500;CALLE                   ;DE    ;JOSE MASSO                                      ;impar;NUM;1;  ;999;  ;55
404500;CALLE                   ;DE    ;JOSE MASSO                                      ;par  ;NUM;2;  ;998;  ;55
404700;CALLE                   ;DE    ;JOSE MIGUEL GORDOA                              ;impar;NUM;1;  ;999;  ;23
404700;CALLE                   ;DE    ;JOSE MIGUEL GORDOA                              ;par  ;NUM;2;  ;998;  ;23
405300;CALLE                   ;DE    ;JOSE ORTEGA Y GASSET                            ;impar;NUM;1;  ;39;  ;46
405300;CALLE                   ;DE    ;JOSE ORTEGA Y GASSET                            ;impar;NUM;41;  ;999;  ;45
405300;CALLE                   ;DE    ;JOSE ORTEGA Y GASSET                            ;par  ;NUM;2;  ;36;  ;46
405300;CALLE                   ;DE    ;JOSE ORTEGA Y GASSET                            ;par  ;NUM;38;  ;998;  ;45
406050;PASAJE                  ;DE    ;JOSE PEREZ PLA                                  ;impar;NUM;1;  ;999;  ;76
406050;PASAJE                  ;DE    ;JOSE PEREZ PLA                                  ;par  ;NUM;2;  ;998;  ;76
406100;CALLE                   ;DE    ;JOSE PICON                                      ;impar;NUM;1;  ;999;  ;44
406100;CALLE                   ;DE    ;JOSE PICON                                      ;par  ;NUM;2;  ;998;  ;44
406800;CALLE                   ;DE    ;JOSE RODRIGUEZ PINILLA                          ;impar;NUM;1;  ;999;  ;55
406800;CALLE                   ;DE    ;JOSE RODRIGUEZ PINILLA                          ;par  ;NUM;2;  ;998;  ;55
407300;CALLE                   ;DE    ;JOSE SANCHEZ PESCADOR                           ;impar;NUM;1;  ;999;  ;31
407300;CALLE                   ;DE    ;JOSE SANCHEZ PESCADOR                           ;par  ;NUM;2;  ;998;  ;31
407400;PASAJE                  ;DE    ;JOSE SANCHEZ PESCADOR                           ;impar;NUM;1;  ;999;  ;31
407400;PASAJE                  ;DE    ;JOSE SANCHEZ PESCADOR                           ;par  ;NUM;2;  ;998;  ;31
407800;CALLE                   ;DE    ;JOSE VASCONCELOS                                ;impar;NUM;1;  ;999;  ;56
407800;CALLE                   ;DE    ;JOSE VASCONCELOS                                ;par  ;NUM;2;  ;998;  ;56
407800;CALLE                   ;DE    ;JOSE VASCONCELOS                                ;otros;S/N;0;  ;0;  ;56
407900;PLAZA                   ;DE    ;JOSE DE VILLARREAL                              ;impar;NUM;1;  ;999;  ;23
407900;PLAZA                   ;DE    ;JOSE DE VILLARREAL                              ;par  ;NUM;2;  ;998;  ;23
409700;CALLE                   ;DE    ;JOVELLANOS                                      ;impar;NUM;1;  ;999;  ;13
409700;CALLE                   ;DE    ;JOVELLANOS                                      ;par  ;NUM;2;  ;998;  ;13
410150;CALLE                   ;DE    ;JUAN ALVAREZ MENDIZABAL                         ;impar;NUM;1;  ;999;  ;92
410150;CALLE                   ;DE    ;JUAN ALVAREZ MENDIZABAL                         ;par  ;NUM;2;  ;998;  ;92
410700;CALLE                   ;DE    ;JUAN DE AUSTRIA                                 ;impar;NUM;1;  ;999;  ;73
410700;CALLE                   ;DE    ;JUAN DE AUSTRIA                                 ;par  ;NUM;2;  ;998;  ;73
410900;CALLE                   ;DE    ;JUAN BAUTISTA SACCHETTI                         ;impar;NUM;1;  ;999;  ;35
410900;CALLE                   ;DE    ;JUAN BAUTISTA SACCHETTI                         ;par  ;NUM;2;  ;998;  ;35
411000;CALLE                   ;DE    ;JUAN BAUTISTA DE TOLEDO                         ;impar;NUM;1;  ;999;  ;52
411000;CALLE                   ;DE    ;JUAN BAUTISTA DE TOLEDO                         ;par  ;NUM;2;  ;998;  ;52
411300;CALLE                   ;DE    ;JUAN BRAVO                                      ;impar;NUM;1;  ;27;  ;46
411300;CALLE                   ;DE    ;JUAN BRAVO                                      ;impar;NUM;29;  ;999;  ;45
411300;CALLE                   ;DE    ;JUAN BRAVO                                      ;par  ;NUM;2;  ;30;  ;46
411300;CALLE                   ;DE    ;JUAN BRAVO                                      ;par  ;NUM;32;  ;998;  ;45
411500;CALLE                   ;DE    ;JUAN DE LA CIERVA                               ;impar;NUM;1;  ;999;  ;51
411500;CALLE                   ;DE    ;JUAN DE LA CIERVA                               ;par  ;NUM;2;  ;998;  ;51
411700;CALLE                   ;DE    ;JUAN DE LA CUEVA                                ;impar;NUM;1;  ;999;  ;36
411700;CALLE                   ;DE    ;JUAN DE LA CUEVA                                ;par  ;NUM;2;  ;998;  ;36
411900;CALLE                   ;DE    ;JUAN DE DIOS                                    ;impar;NUM;1;  ;999;  ;15
411900;CALLE                   ;DE    ;JUAN DE DIOS                                    ;par  ;NUM;2;  ;998;  ;15
412100;CALLE                   ;DE    ;JUAN DUQUE                                      ;impar;NUM;1;  ;999;  ;21
412100;CALLE                   ;DE    ;JUAN DUQUE                                      ;par  ;NUM;2;  ;998;  ;21
412200;CALLE                   ;DE    ;JUAN DE LA ENCINA                               ;impar;NUM;1;  ;999;  ;61
412200;CALLE                   ;DE    ;JUAN DE LA ENCINA                               ;par  ;NUM;2;  ;998;  ;61
412350;CALLE                   ;DE    ;JUAN ESPLANDIU                                  ;impar;NUM;1;  ;999;  ;33
412350;CALLE                   ;DE    ;JUAN ESPLANDIU                                  ;par  ;NUM;2;  ;998;  ;33
412900;CALLE                   ;DE    ;JUAN DE HERRERA                                 ;impar;NUM;1;  ;999;  ;11
412900;CALLE                   ;DE    ;JUAN DE HERRERA                                 ;par  ;NUM;2;  ;998;  ;11
413100;CALLE                   ;DE    ;JUAN DE LA HOZ                                  ;impar;NUM;1;  ;999;  ;44
413100;CALLE                   ;DE    ;JUAN DE LA HOZ                                  ;par  ;NUM;2;  ;998;  ;44
413300;CALLE                   ;DE    ;JUAN HURTADO DE MENDOZA                         ;impar;NUM;1;  ;999;  ;55
413300;CALLE                   ;DE    ;JUAN HURTADO DE MENDOZA                         ;par  ;NUM;2;  ;998;  ;55
413600;CALLE                   ;DE    ;JUAN DE JAUREGUI                                ;impar;NUM;1;  ;999;  ;36
413600;CALLE                   ;DE    ;JUAN DE JAUREGUI                                ;par  ;NUM;2;  ;998;  ;36
414000;CALLE                   ;DE    ;JUAN DE JUANES                                  ;impar;NUM;1;  ;999;  ;32
414000;CALLE                   ;DE    ;JUAN DE JUANES                                  ;par  ;NUM;2;  ;998;  ;32
414800;CALLE                   ;DE    ;JUAN DE MARIANA                                 ;impar;NUM;1;  ;999;  ;25
414800;CALLE                   ;DE    ;JUAN DE MARIANA                                 ;par  ;NUM;2;  ;998;  ;25
414850;CALLE                   ;DE    ;JUAN MARTIN EL EMPECINADO                       ;impar;NUM;1;  ;15;  ;26
414850;CALLE                   ;DE    ;JUAN MARTIN EL EMPECINADO                       ;impar;NUM;17;  ;999;  ;25
414850;CALLE                   ;DE    ;JUAN MARTIN EL EMPECINADO                       ;par  ;NUM;2;  ;16;  ;26
414850;CALLE                   ;DE    ;JUAN MARTIN EL EMPECINADO                       ;par  ;NUM;18;  ;998;  ;25
416100;CALLE                   ;DE    ;JUAN DE MENA                                    ;impar;NUM;1;  ;999;  ;35
416100;CALLE                   ;DE    ;JUAN DE MENA                                    ;par  ;NUM;2;  ;998;  ;35
416300;CALLE                   ;DE    ;JUAN MONTALVO                                   ;impar;NUM;1;  ;9999;  ;93
416300;CALLE                   ;DE    ;JUAN MONTALVO                                   ;par  ;NUM;2;  ;9998;  ;93
416600;CALLE                   ;DE    ;JUAN DE OLIAS                                   ;impar;NUM;1;  ;999;  ;62
416600;CALLE                   ;DE    ;JUAN DE OLIAS                                   ;par  ;NUM;2;  ;998;  ;62
416800;CALLE                   ;DE    ;JUAN PANTOJA                                    ;impar;NUM;1;  ;999;  ;61
416800;CALLE                   ;DE    ;JUAN PANTOJA                                    ;par  ;NUM;2;  ;998;  ;61
417800;CALLE                   ;DE    ;JUAN PRADILLO                                   ;impar;NUM;1;  ;999;  ;61
417800;CALLE                   ;DE    ;JUAN PRADILLO                                   ;par  ;NUM;2;  ;998;  ;61
417850;PLAZA                   ;DE    ;JUAN PUJOL                                      ;impar;NUM;1;  ;999;  ;15
417850;PLAZA                   ;DE    ;JUAN PUJOL                                      ;par  ;NUM;2;  ;998;  ;15
417900;CALLE                   ;DE    ;JUAN RAMON JIMENEZ                              ;impar;NUM;1;  ;17;  ;54
417900;CALLE                   ;DE    ;JUAN RAMON JIMENEZ                              ;impar;NUM;19;  ;999;  ;55
417900;CALLE                   ;DE    ;JUAN RAMON JIMENEZ                              ;par  ;NUM;2;  ;8;  ;54
417900;CALLE                   ;DE    ;JUAN RAMON JIMENEZ                              ;par  ;NUM;10;  ;998;  ;55
418000;CALLE                   ;DE    ;JUAN DE LOS RIOS                                ;impar;NUM;1;  ;999;  ;44
418000;CALLE                   ;DE    ;JUAN DE LOS RIOS                                ;par  ;NUM;2;  ;998;  ;44
418100;CALLE                   ;DE    ;JUAN DEL RISCO                                  ;impar;NUM;1;  ;999;  ;66
418100;CALLE                   ;DE    ;JUAN DEL RISCO                                  ;par  ;NUM;2;  ;998;  ;66
419000;CALLE                   ;DE    ;JUAN DE URBIETA                                 ;impar;NUM;1;  ;41;  ;31
419000;CALLE                   ;DE    ;JUAN DE URBIETA                                 ;impar;NUM;43;  ;999;  ;36
419000;CALLE                   ;DE    ;JUAN DE URBIETA                                 ;par  ;NUM;2;  ;46;  ;31
419000;CALLE                   ;DE    ;JUAN DE URBIETA                                 ;par  ;NUM;48;  ;998;  ;36
419100;CALLE                   ;DE    ;JUAN VALERA                                     ;impar;NUM;1;  ;999;  ;35
419100;CALLE                   ;DE    ;JUAN VALERA                                     ;par  ;NUM;2;  ;998;  ;35
419200;CALLE                   ;DE    ;JUAN DE VERA                                    ;impar;NUM;1;  ;999;  ;25
419200;CALLE                   ;DE    ;JUAN DE VERA                                    ;par  ;NUM;2;  ;998;  ;25
419300;CALLE                   ;DE    ;JUAN VIGON                                      ;impar;NUM;1;  ;999;  ;76
419300;CALLE                   ;DE    ;JUAN VIGON                                      ;par  ;NUM;2;  ;998;  ;76
419600;PLAZA                   ;DE    ;JUAN ZORRILLA                                   ;impar;NUM;1;  ;999;  ;76
419600;PLAZA                   ;DE    ;JUAN ZORRILLA                                   ;par  ;NUM;2;  ;998;  ;76
419700;PASEO                   ;DE    ;JUAN XXIII                                      ;impar;NUM;1;  ;5;  ;76
419700;PASEO                   ;DE    ;JUAN XXIII                                      ;impar;NUM;7;  ;9999;  ;93
419700;PASEO                   ;DE    ;JUAN XXIII                                      ;par  ;NUM;2;  ;16;  ;76
419700;PASEO                   ;DE    ;JUAN XXIII                                      ;par  ;NUM;18;  ;9998;  ;93
420500;CALLE                   ;DE    ;JUANELO                                         ;impar;NUM;1;  ;999;  ;12
420500;CALLE                   ;DE    ;JUANELO                                         ;par  ;NUM;2;  ;998;  ;12
422600;CALLE                   ;DE    ;JULIAN GAYARRE                                  ;impar;NUM;1;  ;3;  ;31
422600;CALLE                   ;DE    ;JULIAN GAYARRE                                  ;impar;NUM;5;  ;999;  ;35
422600;CALLE                   ;DE    ;JULIAN GAYARRE                                  ;par  ;NUM;2;  ;10;  ;31
422600;CALLE                   ;DE    ;JULIAN GAYARRE                                  ;par  ;NUM;12;  ;998;  ;35
423100;CALLE                   ;DE    ;JULIAN RABANEDO                                 ;impar;NUM;1;  ;999;  ;24
423100;CALLE                   ;DE    ;JULIAN RABANEDO                                 ;par  ;NUM;2;  ;998;  ;24
423200;CALLE                   ;DE    ;JULIAN ROMEA                                    ;impar;NUM;1;  ;999;  ;76
423200;CALLE                   ;DE    ;JULIAN ROMEA                                    ;par  ;NUM;2;  ;998;  ;76
423900;CALLE                   ;DE    ;JULIO CAMBA                                     ;impar;NUM;1;  ;999;  ;44
423900;CALLE                   ;DE    ;JULIO CAMBA                                     ;par  ;NUM;2;  ;998;  ;44
424450;CALLE                   ;DE    ;JULIO LOPEZ                                     ;impar;NUM;1;  ;999;  ;52
424450;CALLE                   ;DE    ;JULIO LOPEZ                                     ;par  ;NUM;2;  ;998;  ;52
