 ID-EVENTO;TITULO;PRECIO;GRATUITO;LARGA-DURACION;DIAS-SEMANA;DIAS-EXCLUIDOS;FECHA;FECHA-FIN;HORA;DESCRIPCION;CONTENT-URL;TITULO-ACTIVIDAD;URL-ACTIVIDAD;URL-INSTALACION;NOMBRE-INSTALACION;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TIPO;
7301911;"Club de lectura";"";"1";"1";"X";"31/12/2014;24/12/2014;17/12/2014;3/12/2014;26/11/2014;19/11/2014;5/11/2014;29/10/2014;22/10/2014;15/10/2014;1/10/2014;24/9/2014;17/9/2014;10/9/2014;3/9/2014;";"2014-10-08 00:00:00.0";"2014-12-10 23:59:00.0";"11:00";" Periodicidad: mensual Días: 8 de octubre; 12 de noviembre; 10 de diciembre Horario: de 11:00 a 12:30 h ";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=1c90291f544e3410VgnVCM1000000b205a0aRCRD";"Club de lectura";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f7efa08650ed3410VgnVCM1000000b205a0aRCRD";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d9a879262ef5d010VgnVCM1000000b205a0aRCRD";"Biblioteca Pública Municipal La Chata (Carabanchel)";"437123";"4470774";"40.38330593504341";"-3.7420633861175796";"/contenido/actividades/CursosTalleres";
7302184;"Club de lectura";"";"1";"1";"M";"2/12/2014;9/12/2014;16/12/2014;30/12/2014;4/11/2014;11/11/2014;18/11/2014;7/10/2014;14/10/2014;21/10/2014;2/9/2014;9/9/2014;16/9/2014;23/9/2014;30/9/2014;1/7/2014;8/7/2014;";"2014-10-28 00:00:00.0";"2014-12-23 23:59:00.0";"19:00";" Periodicidad: mensual Días: 28 de octubre; 25 de noviembre; 23 de diciembre Horario: de 19:00 a 20:30 h ";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=91a3291f544e3410VgnVCM1000000b205a0aRCRD";"Club de lectura";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f7efa08650ed3410VgnVCM1000000b205a0aRCRD";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=1f64c2c6e051c010VgnVCM2000000c205a0aRCRD";"Biblioteca Pública Municipal Gloria Fuertes (Barajas)";"449770";"4479254";"40.46055947228695";"-3.5937461811785347";"/contenido/actividades/CursosTalleres";
7300820;"Club de lectura";"";"1";"1";"J";"25/12/2014;18/12/2014;4/12/2014;27/11/2014;20/11/2014;6/11/2014;30/10/2014;23/10/2014;16/10/2014;2/10/2014;25/9/2014;18/9/2014;11/9/2014;4/9/2014;";"2014-10-09 00:00:00.0";"2014-12-11 23:59:00.0";"19:00";" Periodicidad: mensual Días: 9 de octubre; 13 de noviembre; 11 de diciembre Horario: de 19:00 a 20:30 h ";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=e566b81f314e3410VgnVCM1000000b205a0aRCRD";"Club de lectura";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f7efa08650ed3410VgnVCM1000000b205a0aRCRD";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f05279262ef5d010VgnVCM1000000b205a0aRCRD";"Biblioteca Pública Municipal Francisco Ayala (Vicálvaro)";"447388";"4472529";"40.39982891410407";"-3.621281890570377";"/contenido/actividades/CursosTalleres";
7302456;"Club de lectura";"";"1";"1";"X";"3/12/2014;10/12/2014;24/12/2014;31/12/2014;5/11/2014;12/11/2014;26/11/2014;1/10/2014;8/10/2014;22/10/2014;29/10/2014;24/9/2014;17/9/2014;10/9/2014;3/9/2014;";"2014-10-15 00:00:00.0";"2014-12-17 23:59:00.0";"19:00";" Periodicidad: mensual Días: 15 de octubre; 19 de noviembre; 17 de diciembre Horario: de 19:00 a 20:30 h ";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d765291f544e3410VgnVCM1000000b205a0aRCRD";"Club de lectura";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f7efa08650ed3410VgnVCM1000000b205a0aRCRD";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=eb9e995a8bf5d010VgnVCM2000000c205a0aRCRD";"Biblioteca Pública Municipal Canillejas (San Blas-Canillejas)";"448229";"4477693";"40.44640229188281";"-3.6117933204271098";"/contenido/actividades/CursosTalleres";
7299178;"Club de lectura";"";"1";"1";"M";"30/12/2014;23/12/2014;16/12/2014;9/12/2014;25/11/2014;18/11/2014;11/11/2014;28/10/2014;21/10/2014;14/10/2014;30/9/2014;23/9/2014;16/9/2014;9/9/2014;2/9/2014;";"2014-10-07 00:00:00.0";"2014-12-02 23:59:00.0";"11:00";" Periodicidad: mensual Días: 7 de octubre; 4 de noviembre; 2 de diciembre Horario: de 11:00 a 12:30 horas ";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a88cb81f314e3410VgnVCM1000000b205a0aRCRD";"Club de lectura";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f7efa08650ed3410VgnVCM1000000b205a0aRCRD";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=0fce3d0b5e71c010VgnVCM1000000b205a0aRCRD";"Biblioteca Pública Municipal Chamartín (Chamartín)";"442766";"4477922";"40.44810636195716";"-3.6762309620097398";"/contenido/actividades/CursosTalleres";
7301093;"Club de lectura";"";"1";"1";"M";"30/12/2014;23/12/2014;16/12/2014;2/12/2014;25/11/2014;18/11/2014;4/11/2014;28/10/2014;21/10/2014;7/10/2014;30/9/2014;23/9/2014;16/9/2014;9/9/2014;2/9/2014;";"2014-10-14 00:00:00.0";"2014-12-09 23:59:00.0";"11:00";" Periodicidad: mensual Días: 14 de octubre; 11 de noviembre; 9 de diciembre Horario: de 11:00 a  12:30 h ";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=1ec8291f544e3410VgnVCM1000000b205a0aRCRD";"Club de lectura";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f7efa08650ed3410VgnVCM1000000b205a0aRCRD";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=697c598d1351c010VgnVCM1000000b205a0aRCRD";"Biblioteca Pública Municipal Islas Filipinas (Ciudad Lineal)";"444814";"4475167";"40.42342659084215";"-3.651841641389484";"/contenido/actividades/CursosTalleres";
7302730;"Club de lectura";"";"1";"1";"J";"4/12/2014;11/12/2014;25/12/2014;6/11/2014;13/11/2014;20/11/2014;2/10/2014;9/10/2014;16/10/2014;30/10/2014;25/9/2014;18/9/2014;11/9/2014;4/9/2014;";"2014-10-23 00:00:00.0";"2014-12-18 23:59:00.0";"19:00";" Periodicidad: mensual Días: 23 de octubre; 27 de noviembre; 18 de diciembre Horario: de 19:00 a 20:30 h ";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=cfa82dcba54e3410VgnVCM1000000b205a0aRCRD";"Club de lectura";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f7efa08650ed3410VgnVCM1000000b205a0aRCRD";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=70d879262ef5d010VgnVCM1000000b205a0aRCRD";"Biblioteca Pública Municipal José Saramago (Fuencarral-El Pardo)";"439977";"4481329";"40.47860087334554";"-3.7094408342979954";"/contenido/actividades/CursosTalleres";
7630009;"Club virtual de lectura del Holocausto, en la Biblioteca Pública Municipal Conde Duque";"";"1";"1";"J";"25/12/2014;1/1/2015;";"2014-10-23 00:00:00.0";"2015-04-23 23:59:00.0";"18:00";"2ª edición del club virtual de lectura del Holocausto donde a través de la literatura se tratarán temas como el antisemitismo, el nazismo, el desarrollo del Holocausto, las víctimas (con una visión específica sobre la mujer), los verdugos y la necesidad de la educación y la memoria.";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=60d882ad42958410VgnVCM1000000b205a0aRCRD";"Club virtual de lectura del Holocausto, en la Biblioteca Pública Municipal Conde Duque";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=14a78d2830858410VgnVCM1000000b205a0aRCRD";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=13ec3d0b5e71c010VgnVCM1000000b205a0aRCRD";"Biblioteca Pública Municipal Conde Duque (Centro)";"439833";"4475645";"40.42738668300474";"-3.7105999955473625";"/contenido/actividades/CursosTalleres";
7682426;"Concurso de cartas breves Soy de Tetuán, en la Biblioteca Pública Municipal María Zambrano";"";"1";"1";"L,M,X,J,V";"10/11/2014;";"2014-10-20 00:00:00.0";"2014-11-20 23:59:00.0";"08:30";"";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=e70ae8a41fd09410VgnVCM2000000c205a0aRCRD";"Concurso de cartas breves Soy de Tetuán, en la Biblioteca Pública Municipal María Zambrano";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=391047d6edd09410VgnVCM2000000c205a0aRCRD";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=74703d0b5e71c010VgnVCM1000000b205a0aRCRD";"Biblioteca Pública Municipal María Zambrano (Tetuán)";"440967";"4480259";"40.46903299144094";"-3.6976620067964996";"/contenido/actividades/RecitalesPresentacionesActosLiterarios";
7628632;"Conferencia II República, Esperanza de un pueblo, en la Biblioteca Pública Municipal José Hierro.";"";"1";"0";"L,M,X,J,V,S,D";"";"2014-10-30 00:00:00.0";"2014-10-30 23:59:00.0";"18:30";"";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=febce043b7a48410VgnVCM2000000c205a0aRCRD";"Conferencia  II República, Esperanza de un pueblo, en la Biblioteca Pública Municipal José Hierro.";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=191ce043b7a48410VgnVCM2000000c205a0aRCRD";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=338879262ef5d010VgnVCM1000000b205a0aRCRD";"Biblioteca Pública Municipal José Hierro (San Blas-Canillejas)";"448323";"4476237";"40.433291625973624";"-3.6105662311927453";"/contenido/actividades/ConferenciasColoquios";
7684971;"Conferencia: El Madrid desaparecido";"";"1";"0";"L,M,X,J,V,S,D";"";"2014-11-13 00:00:00.0";"2014-11-13 23:59:00.0";"18:00";" Impartida por don Pedro Villalonga. Archivero Bibliotecario del Ayuntamiento de Madrid ";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=db4159433b319410VgnVCM2000000c205a0aRCRD";"Ciclo de conferencias sobre Historia de Madrid, de la Biblioteca Pública Municipal Huerta de la Salud";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=7c77197f3a319410VgnVCM2000000c205a0aRCRD";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=9c5879262ef5d010VgnVCM1000000b205a0aRCRD";"Biblioteca Pública Municipal Huerta de la Salud (Hortaleza)";"445295";"4480968";"40.47571688103069";"-3.64667257750353";"/contenido/actividades/ConferenciasColoquios";
7685004;"Conferencia: Historia del pueblo y distrito de Hortaleza";"";"1";"0";"L,M,X,J,V,S,D";"";"2014-12-04 00:00:00.0";"2014-12-04 23:59:00.0";"18:00";" Impartida por don Aquiles Obispo, autor de  Más de 100 años de Historia de Hortaleza  ";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d74159433b319410VgnVCM2000000c205a0aRCRD";"Ciclo de conferencias sobre Historia de Madrid, de la Biblioteca Pública Municipal Huerta de la Salud";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=7c77197f3a319410VgnVCM2000000c205a0aRCRD";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=9c5879262ef5d010VgnVCM1000000b205a0aRCRD";"Biblioteca Pública Municipal Huerta de la Salud (Hortaleza)";"445295";"4480968";"40.47571688103069";"-3.64667257750353";"/contenido/actividades/ConferenciasColoquios";
