STOPID,NAME,asWKT
3996,Church St & 24th St  ,POINT(-122.42735 37.751591)
3997,Church St & 27th St  ,POINT(-122.427073 37.746985)
3998,Church St & 27th St  ,POINT(-122.426893 37.746781)
3999,Church St & 29th St  ,POINT(-122.426585 37.743587)
4000,Church St & 30th St   ,POINT(-122.426459 37.742222)
4001,Church St & 30th St  ,POINT(-122.426528 37.742097)
4002,Church St & Clipper St  ,POINT(-122.427289 37.749388)
4003,Church St & Clipper St  ,POINT(-122.427122 37.749182)
4004,Church St & Day St  ,POINT(-122.426654 37.742811)
4005,Church St & Duboce Ave   ,POINT(-122.429167 37.769499)
4006,Church St & Duboce Ave  ,POINT(-122.429087 37.769302)
4008,Church St & Market St  ,POINT(-122.429065 37.767821)
4009,Church St & Market St  ,POINT(-122.428881 37.767777)
4015,Clay St & Drumm St  ,POINT(-122.396996 37.795415)
4016,Clay St & Franklin St  ,POINT(-122.424463 37.791907)
4017,Clay St & Front St  ,POINT(-122.39902 37.795098)
4018,Clay St & Grant Ave  ,POINT(-122.405971 37.794263)
4019,Clay St & Hyde St  ,POINT(-122.417899 37.792756)
4020,Clay St & Jones St  ,POINT(-122.414616 37.793173)
4021,Clay St & Kearny St  ,POINT(-122.404411 37.794477)
4022,Clay St & Larkin St  ,POINT(-122.419589 37.792526)
4023,Clay St & Leavenworth St  ,POINT(-122.416304 37.792959)
4024,Clay St & Mason St  ,POINT(-122.410823 37.793653)
4025,Clay St & Montgomery St  ,POINT(-122.40277 37.794682)
4026,Clay St & Polk St  ,POINT(-122.420714 37.792385)
4027,Clay St & Powell St  ,POINT(-122.409774 37.79379)
4028,Clay St & Sansome St  ,POINT(-122.401118 37.79482)
4029,Clay St & Stockton St  ,POINT(-122.407561 37.794082)
4030,Clay St & Taylor St  ,POINT(-122.412744 37.793363)
4031,Clay St & Van Ness Ave  ,POINT(-122.422913 37.792106)
4032,Clarendon Ave & Clarendon Woods S,POINT(-122.45839 37.75171)
4033,Clarendon Ave & Galewood Circle,POINT(-122.455858 37.753074)
4035,Clarendon Ave & Olympia Way  ,POINT(-122.456178 37.751628)
4037,Clarendon Ave & Panorama Dr  ,POINT(-122.455514 37.75368)
4039,Clement St & 2nd Ave  ,POINT(-122.45982 37.78309)
4040,Clement St & 4th Ave  ,POINT(-122.46257 37.78309)
4041,Clement St & 4th Ave  ,POINT(-122.46195 37.78299)
4042,Clement St & 6th Ave  ,POINT(-122.46479 37.783)
4043,Clement St & 6th Ave  ,POINT(-122.464331 37.782856)
4044,Clement St & 8th Ave  ,POINT(-122.466158 37.782798)
4045,Clement St & 10th Ave  ,POINT(-122.469 37.7828)
4046,Clement St & 10th Ave  ,POINT(-122.46837 37.7827)
4047,Clement St & 12th Ave  ,POINT(-122.47116 37.7827)
4048,Clement St & 12th Ave  ,POINT(-122.47097 37.78258)
4069,Clement St & Legion Of Honor Dr,POINT(-122.494397 37.781644)
4070,Clayton St & Twin Peaks Blvd  ,POINT(-122.446485 37.760863)
4071,Clipper St & Diamond Heights Blvd,POINT(-122.44396 37.74689)
4072,Clipper St & Portola Dr,POINT(-122.445 37.7467)
4073,Clayton St & Carl St  ,POINT(-122.447779 37.766288)
4074,Clayton St & Carl St  ,POINT(-122.44794 37.766154)
4075,Clayton St & Corbett Ave   ,POINT(-122.445935 37.758793)
4076,Clayton St & Corbett Ave  ,POINT(-122.445866 37.758668)
4077,Clayton St & Carmel St  ,POINT(-122.446336 37.760944)
4078,Clayton St & Frederick St  ,POINT(-122.447917 37.76694)
4079,Clayton St & Market St  ,POINT(-122.444479 37.758383)
4080,Clayton St & Market St   ,POINT(-122.444319 37.758222)
4081,Clayton St & Parnassus Ave  ,POINT(-122.447608 37.765405)
4082,Clayton St & Parnassus Ave  ,POINT(-122.447757 37.765226)
4083,Cambon Dr & Castelo Ave,POINT(-122.47427 37.717443)
4084,Cambon Dr & Castelo Ave  ,POINT(-122.47443 37.717264)
4086,Cambon Dr & Font Blvd  ,POINT(-122.474441 37.716015)
4087,COIT TOWER,POINT(-122.40579 37.80266)
4088,Cole St & 17th St  ,POINT(-122.449212 37.761711)
4089,Cole St & Alma St  ,POINT(-122.449533 37.763263)
4090,Cole St & Alma St  ,POINT(-122.44938 37.76313)
4091,Cole St & Carl St  ,POINT(-122.449911 37.76594)
4092,Cole St & Carl St  ,POINT(-122.44996 37.76556)
4093,Cole St & Carmel St  ,POINT(-122.449052 37.760926)
4094,Cole St & Frederick St  ,POINT(-122.4502 37.76683)
4095,Cole St & Haight St  ,POINT(-122.45061 37.769456)
4096,Cole St & Haight St  ,POINT(-122.450771 37.769447)
4097,Cole St & Parnassus Ave  ,POINT(-122.44971 37.76477)
4098,Cole St & Parnassus Ave  ,POINT(-122.44978 37.76462)
4099,Cole St & Waller St  ,POINT(-122.450427 37.768528)
4100,Columbus Ave & Bay St  ,POINT(-122.41784 37.80551)
4101,Columbus Ave & Broadway   ,POINT(-122.406897 37.798123)
4102,Columbus Ave & Broadway   ,POINT(-122.406465 37.797626)
4103,Columbus Ave & Chestnut St   ,POINT(-122.415136 37.803794)
4104,Columbus Ave & Chestnut St  ,POINT(-122.414586 37.80341)
4105,Columbus Ave & Filbert St   ,POINT(-122.411605 37.801188)
4106,Columbus Ave & Francisco St   ,POINT(-122.416167 37.804517)
4107,Columbus Ave & Francisco St  ,POINT(-122.415973 37.804205)
4108,Columbus Ave & Green St   ,POINT(-122.408723 37.799386)
4110,Columbus Ave & Jackson St,POINT(-122.4043 37.79607)
4111,Columbus Ave & Kearny St   ,POINT(-122.405742 37.797319)
4113,Columbus Ave & Lombard St  ,POINT(-122.413531 37.802687)
4114,Columbus Ave & Lombard St  ,POINT(-122.413646 37.802598)
4115,Columbus Ave & Mason St   ,POINT(-122.41266 37.802089)
4116,Columbus Ave & North Point St ,POINT(-122.417589 37.80549)
4117,Columbus Ave & Stockton St   ,POINT(-122.408602 37.79911)
4118,Columbus Ave & Taylor St   ,POINT(-122.414643 37.803285)
4119,Columbus Ave & Union St  ,POINT(-122.410356 37.8005)
4120,Columbus Ave & Union St  ,POINT(-122.410436 37.800384)
4121,Columbus Ave & Washington St   ,POINT(-122.403682 37.79591)
4122,1095 CONNECTICUT ST,POINT(-122.397341 37.753902)
4123,Connecticut St & 17th St  ,POINT(-122.397661 37.76498)
4124,Connecticut St & 17th St  ,POINT(-122.397785 37.764749)
4125,Connecticut St & 18th St  ,POINT(-122.397569 37.762614)
4126,Connecticut St & 18th St  ,POINT(-122.39741 37.76243)
4127,Connecticut St & 19th St  ,POINT(-122.39733 37.76115)
4128,Connecticut St & 25th St  ,POINT(-122.396402 37.752563)
4129,Connecticut St & 26th St  ,POINT(-122.396345 37.75143)
4130,Connecticut St & 26th St  ,POINT(-122.396517 37.751269)
4131,Connecticut St & Cesar Chavez St ,POINT(-122.39622 37.750002)
4132,Connecticut St & Cesar Chavez St ,POINT(-122.396381 37.749868)
4133,CONZELMAN RD/Kirby Cove,POINT(-122.48402 37.82952)
4134,CONZELMAN RD/Kirby Cove,POINT(-122.48354 37.82944)
4135,Conzelman Rd/GGNRA entrance sign,POINT(-122.48355 37.83309)
4137,Cordova Ave & Prague St  ,POINT(-122.434874 37.710182)
4138,Cordova Ave & Winding Way  ,POINT(-122.434828 37.709638)
4139,Cordova Ave & Winding Way  ,POINT(-122.434588 37.709504)
4142,Cortland Ave & Andover St  ,POINT(-122.41639 37.73909)
4143,Cortland Ave & Andover St  ,POINT(-122.41658 37.73904)
4145,Cortland Ave & Bocana St  ,POINT(-122.41846 37.7393)
4146,Cortland Ave & Bocana St  ,POINT(-122.41872 37.73931)
4147,Cortland Ave & Bradford St   ,POINT(-122.409746 37.739791)
4148,Cortland Ave & Bayshore Blvd ,POINT(-122.4072 37.73954)
4149,Cortland Ave & Elsie St   ,POINT(-122.41997 37.73992)
4150,Cortland Ave & Elsie St   ,POINT(-122.41969 37.7397)
4151,Cortland Ave & Ellsworth St  ,POINT(-122.41455 37.73892)
4152,Cortland Ave & Ellsworth St  ,POINT(-122.414615 37.738829)
4153,Cortland Ave & Folsom St  ,POINT(-122.41366 37.739)
4154,Cortland Ave & Folsom St  ,POINT(-122.41343 37.73892)
4155,Cortland Ave & Hilton St  ,POINT(-122.40781 37.739692)
4156,Cortland Ave & Mission St   ,POINT(-122.42267 37.74101)
4157,Cortland Ave & Mission St   ,POINT(-122.42251 37.74085)
4158,Cortland Ave & Prentiss St  ,POINT(-122.41199 37.73978)
4159,Cortland Ave & Prentiss St  ,POINT(-122.41211 37.73957)
4160,Cortland Ave & Prospect Ave   ,POINT(-122.420904 37.740294)
4161,Cortland Ave & Prospect Ave   ,POINT(-122.42093 37.7402)
4162,210 Corbett Ave   ,POINT(-122.442841 37.7618)
4163,211 Corbett Ave   ,POINT(-122.442944 37.761648)
4164,320 Corbett Ave  ,POINT(-122.445327 37.759926)
4165,341 Corbett Ave  ,POINT(-122.445075 37.759908)
4166,539 Corbett Ave   ,POINT(-122.444147 37.757499)
4167,795 Corbett Ave,POINT(-122.443013 37.754118)
4168,800 Corbett Ave,POINT(-122.443 37.75399)
4169,925 Corbett Ave   ,POINT(-122.443414 37.752083)
4170,956 Corbett Ave   ,POINT(-122.443712 37.751682)
4171,Corbett Ave & Clayton St   ,POINT(-122.44614 37.75894)
4172,Corbett Ave & Clayton St  ,POINT(-122.4459 37.758659)
4173,Corbett Ave & Cuesta Ct,POINT(-122.44396 37.75085)
4174,Corbett Ave & Danvers St   ,POINT(-122.444044 37.761202)
4175,Corbett Ave & Danvers St   ,POINT(-122.444078 37.761327)
4176,Corbett Ave & Douglass St  ,POINT(-122.43962 37.76208)
4177,Corbett Ave & Graystone Ter ,POINT(-122.44328 37.75641)
4178,Corbett Ave & Graystone Ter  ,POINT(-122.443425 37.756446)
4179,Corbett Ave & Hattie St  ,POINT(-122.441122 37.761711)
4180,Corbett Ave & Hattie St  ,POINT(-122.44112 37.76161)
4181,Corbett Ave & Hopkins Ave   ,POINT(-122.443815 37.752869)
4182,Corbett Ave & Iron Aly   ,POINT(-122.444754 37.757794)
4183,Corbett Ave & Mars St,POINT(-122.44425 37.760542)
4184,Corbett Ave & Mars St,POINT(-122.444479 37.76048)
4185,Corbett Ave & Ord St  ,POINT(-122.440216 37.761898)
4186,Corbett Ave & Romain St   ,POINT(-122.442795 37.755483)
4187,Corbett Ave & Romain St   ,POINT(-122.44283 37.755349)
4188,Crescent Ave & Agnon Ave  ,POINT(-122.421822 37.735074)
4189,Crescent Ave & Andover St  ,POINT(-122.416725 37.734966)
4190,Crescent Ave & Andover St  ,POINT(-122.416942 37.734832)
4191,Crescent Ave & Arnold Ave  ,POINT(-122.419726 37.734966)
4192,Crescent Ave & College Ave  ,POINT(-122.424056 37.735253)
4195,Crescent Ave & Folsom St  ,POINT(-122.413586 37.734804)
4196,Crescent Ave & Folsom St  ,POINT(-122.413804 37.73467)
4197,Crescent Ave & Leese St  ,POINT(-122.422567 37.735244)
4198,Crescent Ave & Mission St  ,POINT(-122.424457 37.735423)
4199,Crescent Ave & Murray St  ,POINT(-122.420127 37.735136)
4200,Crescent Ave & Porter St  ,POINT(-122.418214 37.734895)
4201,Crescent Ave & Putnam St   ,POINT(-122.411169 37.735009)
4202,Crescent Ave & Putnam St  ,POINT(-122.411283 37.734911)
4203,Crescent Ave & Roscoe St  ,POINT(-122.418626 37.735055)
4204,Carmel St & Belvedere St  ,POINT(-122.447631 37.76092)
4205,Carmel St & Twin Peaks Blvd,POINT(-122.446634 37.760935)
4207,Crespi Dr & Varela Ave,POINT(-122.47594 37.7201)
4209,40 CRESTLINE DR,POINT(-122.446577 37.750388)
4210,74 Crestline Dr  ,POINT(-122.446198 37.751762)
4211,Fulton St & 33rd Ave  ,POINT(-122.49318 37.77223)
4212,Fulton St & 33rd Ave  ,POINT(-122.49288 37.7721)
4213,Fulton St & 36th Ave  ,POINT(-122.49634 37.77208)
4215,Fulton St & 37th Ave  ,POINT(-122.49679 37.77192)
4218,Fulton St & 40th Ave  ,POINT(-122.49991 37.77179)
4221,Fulton St & 46th Ave  ,POINT(-122.50704 37.77159)
4222,Fulton St & 46th Ave  ,POINT(-122.50631 37.77148)
4223,Fulton St & Arguello Blvd  ,POINT(-122.458507 37.774372)
4224,Fulton St & Arguello Blvd  ,POINT(-122.458003 37.774282)
4225,Fulton St & Clayton St  ,POINT(-122.45007 37.77541)
4226,Fulton St & Clayton St  ,POINT(-122.44929 37.77537)
4227,Fulton St & Great Hwy  ,POINT(-122.510792 37.771421)
4228,Fulton St & La Playa St  ,POINT(-122.50939 37.77134)
4229,Fulton St & Masonic Ave  ,POINT(-122.44627 37.7759)
4230,Fulton St & Masonic Ave  ,POINT(-122.446828 37.775675)
4231,Fulton St & Park Presidio Blvd,POINT(-122.47218 37.77319)
4232,Fulton St & Park Presidio Blvd,POINT(-122.47199 37.77305)
4233,Fulton St & Parker Ave  ,POINT(-122.45324 37.775)
4234,Fulton St & Shrader St  ,POINT(-122.45238 37.77499)
4235,Fulton St & Stanyan St,POINT(-122.454519 37.774756)
4236,Fulton St & Stanyan StW,POINT(-122.45484 37.7748)
4238,Fowler Ave & Portola Dr   ,POINT(-122.453233 37.744356)
4239,Golden Gate Ave & Hyde St  ,POINT(-122.41509 37.78166)
4240,Golden Gate Ave & Jones St  ,POINT(-122.41193 37.78207)
4241,Golden Gate Ave & Leavenworth St ,POINT(-122.413999 37.781826)
4242,Golden Gate Ave & Polk St  ,POINT(-122.41833 37.78123)
4243,Golden Gate Ave & Van Ness Ave,POINT(-122.42066 37.78095)
4245,Garfield St & Beverly St  ,POINT(-122.471533 37.719719)
4246,Garfield St & Bright St  ,POINT(-122.463459 37.719988)
4247,Garfield St & Bright St  ,POINT(-122.463642 37.719791)
4248,Garfield St & Byxbee St  ,POINT(-122.469735 37.719737)
4253,Garfield St & Vernon St  ,POINT(-122.467937 37.719746)
4254,Garfield St & Victoria St  ,POINT(-122.465452 37.719613)
4255,Geary Blvd & 3rd Ave  ,POINT(-122.460938 37.781277)
4256,Geary Blvd & 3rd Ave  ,POINT(-122.461156 37.781045)
4257,Geary Blvd & 6th Ave  ,POINT(-122.464159 37.781134)
4258,Geary Blvd & 6th Ave  ,POINT(-122.464377 37.780902)
4259,Geary Blvd & 9th Ave  ,POINT(-122.467644 37.780982)
4260,Geary Blvd & 9th Ave  ,POINT(-122.467323 37.780777)
4261,Geary Blvd & 12th Ave  ,POINT(-122.470601 37.780839)
4262,Geary Blvd & 12th Ave  ,POINT(-122.470819 37.780607)
4263,Geary Blvd & 17th Ave  ,POINT(-122.476045 37.780597)
4264,Geary Blvd & 17th Ave  ,POINT(-122.476263 37.780365)
4265,Geary Blvd & 20th Ave  ,POINT(-122.479266 37.780453)
4266,Geary Blvd & 20th Ave  ,POINT(-122.479484 37.780221)
4267,Geary Blvd & 22nd Ave  ,POINT(-122.481398 37.780346)
4268,Geary Blvd & 23rd Ave  ,POINT(-122.482693 37.780078)
4269,Geary Blvd & 25th Ave  ,POINT(-122.48461 37.78022)
4270,Geary Blvd & 25th Ave  ,POINT(-122.484825 37.779979)
4271,Geary Blvd & 28th Ave  ,POINT(-122.487806 37.780005)
4272,Geary Blvd & 28th Ave  ,POINT(-122.488046 37.779862)
4273,Geary Blvd & 30th Ave  ,POINT(-122.489972 37.779959)
4274,Geary Blvd & 30th Ave  ,POINT(-122.49019 37.779727)
4275,Geary Blvd & 32nd Ave  ,POINT(-122.492069 37.779646)
4277,Geary Blvd & 33rd Ave  ,POINT(-122.493227 37.779744)
4278,Geary Blvd & 33rd Ave  ,POINT(-122.493445 37.779798)
4279,Geary Blvd & 33rd Ave  ,POINT(-122.493399 37.779574)
4280,Geary Blvd & 36th Ave  ,POINT(-122.496402 37.779671)
4281,Geary Blvd & 36th Ave  ,POINT(-122.49662 37.779439)
4282,Geary Blvd & 39th Ave  ,POINT(-122.500677 37.779473)
4283,Geary Blvd & 39th Ave  ,POINT(-122.499829 37.779286)
4285,Geary Blvd & 42nd Ave  ,POINT(-122.502775 37.779151)
4286,Geary Blvd & 45th Ave  ,POINT(-122.506259 37.779043)
4287,Geary Blvd & Arguello Blvd  ,POINT(-122.458737 37.781376)
4288,Geary Blvd & Arguello Blvd  ,POINT(-122.458692 37.781153)
4289,Geary Blvd & Baker St  ,POINT(-122.442965 37.782973)
4290,Geary Blvd & Collins St  ,POINT(-122.449992 37.782242)
4291,Geary Blvd & Collins St  ,POINT(-122.449911 37.782028)
4292,Geary Blvd & Commonwealth St  ,POINT(-122.455677 37.781528)
4293,Geary Blvd & Divisadero St  ,POINT(-122.439366 37.783428)
4294,Geary Blvd & Divisadero St  ,POINT(-122.439572 37.783178)
4295,Geary Blvd & Fillmore St  ,POINT(-122.43305 37.784391)
4296,Geary Blvd & Fillmore St   ,POINT(-122.433313 37.784257)
4297,Geary Blvd & Franklin St  ,POINT(-122.42289 37.78557)
4298,Geary Blvd & Gough St  ,POINT(-122.425082 37.785434)
4299,Geary Blvd & Hyde St  ,POINT(-122.416611 37.786351)
4300,Geary Blvd & Jones St  ,POINT(-122.413332 37.786769)
4301,Geary Blvd & Kearny St  ,POINT(-122.403656 37.787997)
4302,Geary Blvd & Larkin St  ,POINT(-122.41825 37.786137)
4303,Geary Blvd & Leavenworth St  ,POINT(-122.414971 37.786556)
4304,Geary Blvd & Laguna St  ,POINT(-122.427811 37.785033)
4305,Geary Blvd & Laguna St  ,POINT(-122.428155 37.784854)
4307,Castro St & 14th St  ,POINT(-122.43558 37.76761)
4308,Castro St & 14th St  ,POINT(-122.43571 37.76742)
4309,Castro St & 15th St  ,POINT(-122.43557 37.76583)
4310,Castro St & 15th St  ,POINT(-122.43538 37.76561)
4311,Castro St & 16th St  ,POINT(-122.435254 37.764164)
4312,Castro St & 16th St  ,POINT(-122.43544 37.76427)
4313,Castro St & 17th St  ,POINT(-122.43508 37.76237)
4314,Castro St & 18th St  ,POINT(-122.434934 37.760836)
4315,Castro St & 18th St  ,POINT(-122.435071 37.760747)
4316,Castro St & 19th St  ,POINT(-122.43491 37.75939)
4317,Castro St & 19th St  ,POINT(-122.43479 37.75916)
4318,Castro St & 20th St  ,POINT(-122.43477 37.75778)
4319,Castro St & 20th St  ,POINT(-122.434636 37.757632)
4320,Castro St & 21st St   ,POINT(-122.434465 37.755955)
4321,Castro St & 21st St   ,POINT(-122.434625 37.756098)
4322,Castro St & 22nd St  ,POINT(-122.43448 37.75464)
4323,Castro St & 22nd St  ,POINT(-122.43431 37.75441)
4324,Castro St & 23rd St   ,POINT(-122.434156 37.752779)
4325,Castro St & 23rd St   ,POINT(-122.434316 37.752895)
4326,Castro St & 24th St  ,POINT(-122.43401 37.7512)
4327,Castro St & 24th St  ,POINT(-122.434179 37.751253)
4328,Castro St & 25th St  ,POINT(-122.43404 37.74981)
4329,Castro St & 25th St  ,POINT(-122.43383 37.7496)
4330,Castro St & Duboce Ave  ,POINT(-122.43596 37.76918)
4331,Castro St & Duboce Ave  ,POINT(-122.43571 37.76895)
4332,Castro St & Elizabeth St   ,POINT(-122.434053 37.751886)
4333,Castro St & Elizabeth St   ,POINT(-122.434248 37.752083)
4334,Castro St & Market St  ,POINT(-122.43519 37.76214)
4335,City View Way & Knollview Way ,POINT(-122.451377 37.748898)
4336,Curtis St & Prague St   ,POINT(-122.437955 37.710209)
4337,Cargo Way & 3rd St  ,POINT(-122.38695 37.74606)
4338,Cargo Way & 3rd St  ,POINT(-122.38665 37.74577)
4341,Daly City Bart Station,POINT(-122.469273 37.705764)
4342,14 Dakota St  ,POINT(-122.39576 37.75376)
4343,101 Dakota St   ,POINT(-122.39565 37.75374)
4345,Dakota St & 25th St  ,POINT(-122.39468 37.75268)
4346,Davis St & California St  ,POINT(-122.3977 37.79363)
4347,Davis St & Pine St   ,POINT(-122.397532 37.792608)
4350,De Haro St & 16th St  ,POINT(-122.40163 37.766056)
4351,De Haro St & 17th St  ,POINT(-122.401516 37.764762)
4352,De Haro St & 18th St  ,POINT(-122.401243 37.76221)
4353,De Haro St & 19th St  ,POINT(-122.401117 37.760934)
4354,De Haro St & 20th St  ,POINT(-122.401026 37.759667)
4355,De Haro St & 22nd St  ,POINT(-122.400822 37.757437)
4356,De Haro St & 23rd St  ,POINT(-122.400571 37.754885)
4357,De Haro St & Mariposa St  ,POINT(-122.401368 37.763504)
4358,De Haro St & Southern Heights Ave,POINT(-122.400867 37.758017)
4359,5157 Diamond Heights Blvd   ,POINT(-122.4402 37.74693)
4360,Diamond Heights Blvd & Addison St,POINT(-122.435762 37.740198)
4361,Diamond Heights Blvd & Berkeley,POINT(-122.43668 37.73867)
4362,Diamond Heights Blvd & Berkeley Way,POINT(-122.4369 37.7386)
4363,Diamond Heights Blvd & Diamond St,POINT(-122.43566 37.74185)
4364,Diamond Heights Blvd & Diamond St,POINT(-122.43574 37.74159)
4366,Diamond Heights Blvd & Duncan St ,POINT(-122.439852 37.745239)
4367,Diamond Heights Blvd & Gold Mine Dr,POINT(-122.43751 37.74363)
4368,Diamond Heights Blvd & Gold Mine Dr,POINT(-122.43588 37.74029)
4369,Diamond Heights Blvd & Gold Mine Dr,POINT(-122.43786 37.74359)
4370,Diamond St & 24th St  ,POINT(-122.43638 37.75126)
4371,Diamond St & 24th St  ,POINT(-122.436219 37.751075)
4372,Diamond St & 25th St  ,POINT(-122.43621 37.74965)
4373,Diamond St & 25th St  ,POINT(-122.436059 37.749486)
4374,Diamond St & 26th St  ,POINT(-122.43591 37.747889)
4375,Diamond St & 26th St  ,POINT(-122.43607 37.747853)
4376,Diamond St & 27th St  ,POINT(-122.435761 37.746292)
4377,Diamond St & 27th St  ,POINT(-122.435922 37.746256)
4378,Diamond St & 28th St  ,POINT(-122.435601 37.744686)
4379,Diamond St & 28th St  ,POINT(-122.435762 37.74465)
4380,Diamond St & 29th St  ,POINT(-122.435659 37.743249)
4381,Diamond St & 29th St  ,POINT(-122.435487 37.74308)
4382,Diamond St & Arbor St   ,POINT(-122.434468 37.738681)
4383,Diamond St & Arbor St   ,POINT(-122.434674 37.738262)
4384,Diamond St & Cesar Chavez St  ,POINT(-122.435841 37.747104)
4385,Diamond St & Cesar Chavez St  ,POINT(-122.43599 37.747068)
4386,Diamond St & Bosworth St  ,POINT(-122.434102 37.73339)
4387,Diamond St & Bosworth St  ,POINT(-122.434309 37.733327)
4388,Diamond St & Chenery St  ,POINT(-122.433839 37.73446)
4389,Diamond St & Chenery St  ,POINT(-122.433953 37.734469)
4390,Diamond St & Clipper St  ,POINT(-122.436162 37.748853)
4391,Diamond St & Clipper St  ,POINT(-122.43599 37.748683)
4392,Diamond St & Conrad St  ,POINT(-122.4363 37.7383)
4393,Diamond St & Conrad St  ,POINT(-122.43593 37.73841)
4394,Diamond St & Diamond Heights Blvd,POINT(-122.43535 37.741599)
4395,Diamond St & Diamond Heights Blvd,POINT(-122.43726 37.73822)
4397,Diamond St & Diamond Heights Blvd,POINT(-122.435476 37.74192)
4398,Diamond St & Duncan St  ,POINT(-122.435864 37.745641)
4399,Diamond St & Duncan St  ,POINT(-122.435693 37.745471)
4400,Diamond St & Moffitt St   ,POINT(-122.43463 37.7388)
4401,Diamond St & Moffitt St  ,POINT(-122.4346 37.73889)
4402,Diamond St & Surrey St  ,POINT(-122.43444 37.73623)
4403,Diamond St & Surrey St  ,POINT(-122.43433 37.73608)
4404,Diamond St & Sussex St   ,POINT(-122.434617 37.737342)
4405,Diamond St & Sussex St  ,POINT(-122.43475 37.73731)
4406,Divisadero St & Bay St  ,POINT(-122.443319 37.801907)
4407,Divisadero St & Beach St  ,POINT(-122.443697 37.803772)
4408,Divisadero St & Bush St  ,POINT(-122.439996 37.786283)
4409,Divisadero St & California St ,POINT(-122.440385 37.788184)
4410,Divisadero St & California St ,POINT(-122.4405 37.787988)
4411,Divisadero St & Chestnut St  ,POINT(-122.442941 37.800042)
4412,Divisadero St & Clay St  ,POINT(-122.440741 37.789977)
4413,Divisadero St & Clay St  ,POINT(-122.44089 37.78997)
4414,Divisadero St & Eddy St  ,POINT(-122.43881 37.7805)
4415,Divisadero St & Eddy St  ,POINT(-122.438976 37.780448)
4418,Divisadero St & Francisco St  ,POINT(-122.443136 37.80097)
4421,Divisadero St & Geary Blvd  ,POINT(-122.439412 37.783375)
4422,Divisadero St & Geary Blvd  ,POINT(-122.439526 37.78316)
4423,Divisadero St & Haight St  ,POINT(-122.436983 37.771329)
4424,Divisadero St & Haight St  ,POINT(-122.4371 37.77105)
4425,Divisadero St & Hayes St  ,POINT(-122.437739 37.775059)
4426,Divisadero St & Hayes St  ,POINT(-122.437865 37.774889)
4427,Divisadero St & Jackson St  ,POINT(-122.44108 37.79154)
4428,Divisadero St & Mcallister St ,POINT(-122.4383 37.77786)
4429,Divisadero St & Mcallister St ,POINT(-122.438415 37.777682)
4430,Divisadero St & North Point St,POINT(-122.443514 37.802844)
4431,Divisadero St & Oak St  ,POINT(-122.43735 37.773185)
4432,Divisadero St & Oak St  ,POINT(-122.437487 37.773051)
4433,Divisadero St & Pine St  ,POINT(-122.440317 37.786997)
4434,Divisadero St & Sutter St  ,POINT(-122.439813 37.785338)
4435,Divisadero St & Sutter St  ,POINT(-122.439939 37.78515)
4436,Division St & Bryant St  ,POINT(-122.41074 37.76934)
4437,Division St & Rhode Island St ,POINT(-122.403152 37.76976)
4438,Division St & Townsend St  ,POINT(-122.403301 37.769894)
4439,Delta St & Tioga Ave   ,POINT(-122.40773 37.71729)
4440,Donahue St & Innes Ave   ,POINT(-122.369649 37.729252)
4443,Douglass St & 24th St  ,POINT(-122.43854 37.75112)
4444,Douglass St & Alvarado St  ,POINT(-122.43875 37.75352)
4445,Drumm St & California St  ,POINT(-122.39635 37.79398)
4447,Duboce Ave & Church St  ,POINT(-122.429408 37.769472)
4448,Duboce Ave & Church St  ,POINT(-122.4294 37.769409)
4451,Duboce Ave & Noe St  ,POINT(-122.4337 37.76911)
4453,Duncan St & Amber Dr,POINT(-122.44141 37.7452)
4454,Duncan St & Cameo Way ,POINT(-122.44304 37.74519)
4455,Duncan St & Diamond Heights Blvd ,POINT(-122.44029 37.74526)
4456,Earl St & Kirkwood Ave   ,POINT(-122.37313 37.728779)
4472,Eddy St & Buchanan St  ,POINT(-122.428946 37.781919)
4473,Eddy St & Buchanan St  ,POINT(-122.429141 37.781767)
4474,Eddy St & Divisadero St  ,POINT(-122.438759 37.780546)
4475,Eddy St & Fillmore St  ,POINT(-122.432236 37.7815)
4476,Eddy St & Fillmore St  ,POINT(-122.432431 37.781348)
4477,Eddy St & Gough St  ,POINT(-122.42427 37.782516)
4478,Eddy St & Gough St  ,POINT(-122.424201 37.7824)
4479,Eddy St & Hyde St  ,POINT(-122.415718 37.783478)
4480,Eddy St & Jones St  ,POINT(-122.412428 37.783887)
4481,Eddy St & Larkin St  ,POINT(-122.41769 37.783353)
4482,Eddy St & Larkin St  ,POINT(-122.417357 37.783273)
4483,Eddy St & Leavenworth St  ,POINT(-122.414079 37.783682)
4484,Eddy St & Laguna St  ,POINT(-122.427296 37.782133)
4485,Eddy St & Laguna St  ,POINT(-122.427227 37.782017)
4486,Eddy St & Mason St  ,POINT(-122.409402 37.78427)
4487,Eddy St & Pierce St  ,POINT(-122.435515 37.781081)
4488,Eddy St & Pierce St  ,POINT(-122.435709 37.780929)
4489,Eddy St & Polk St  ,POINT(-122.419042 37.783184)
4490,Eddy St & Polk St  ,POINT(-122.419019 37.783059)
4491,Eddy St & Scott St  ,POINT(-122.437165 37.780876)
4492,Eddy St & Scott St  ,POINT(-122.43736 37.780724)
4493,Eddy St & Taylor St  ,POINT(-122.410789 37.784101)
4494,Eddy St & Van Ness Ave  ,POINT(-122.420613 37.782988)
4495,Eddy St & Van Ness Ave  ,POINT(-122.42059 37.782863)
