STOPID,NAME,asWKT
5259,Laguna St & Haight St  ,POINT(-122.425465 37.772933)
5260,Laguna St & Hayes St  ,POINT(-122.42627 37.776752)
5261,Legion Of Honor Dr & Clement St,POINT(-122.494615 37.781653)
5263,Lincoln Blvd & Bowley St  ,POINT(-122.482457 37.788393)
5269,Lincoln Blvd & Pershing Dr   ,POINT(-122.480968 37.792088)
5272,Lombard St & Divisadero St  ,POINT(-122.442735 37.798882)
5273,Lombard St & Divisadero St  ,POINT(-122.442861 37.799078)
5274,Lombard St & Fillmore St  ,POINT(-122.43613 37.799711)
5275,Lombard St & Fillmore St  ,POINT(-122.435958 37.799881)
5276,Lombard St & Grant Ave  ,POINT(-122.40807 37.8035)
5277,Lombard St & Grant Ave  ,POINT(-122.408039 37.803381)
5278,Lombard St & Kearny St  ,POINT(-122.40651 37.8037)
5279,Lombard St & Kearny St  ,POINT(-122.406525 37.803559)
5280,Lombard St & Laguna St  ,POINT(-122.43101 37.80057)
5281,Lombard St & Laguna St  ,POINT(-122.43121 37.80037)
5282,Lombard St & Lyon St  ,POINT(-122.44716 37.798543)
5283,Lombard St & Lyon St  ,POINT(-122.447137 37.798418)
5284,Lombard St & Pierce St  ,POINT(-122.439421 37.799292)
5285,Lombard St & Pierce St  ,POINT(-122.439192 37.799542)
5286,Lombard St & Stockton St  ,POINT(-122.40963 37.80328)
5288,La Salle Ave & Ingalls St  ,POINT(-122.3814 37.73077)
5289,La Salle Ave & Newcomb Ave   ,POINT(-122.38479 37.73298)
5290,La Salle Ave & Osceola Dr  ,POINT(-122.38172 37.73137)
5291,Louisburg St & Geneva Ave   ,POINT(-122.44935 37.72163)
5292,Louisburg St & Niagra Ave   ,POINT(-122.45013 37.72039)
5293,LETTERMAN DR/Tides Bldg,POINT(-122.451849 37.799382)
5294,LETTERMAN DR & LINCOLN BLVD,POINT(-122.45172 37.79922)
5295,Lincoln Way & 3rd Ave  ,POINT(-122.46014 37.76612)
5296,Lincoln Way & 5th Ave  ,POINT(-122.46246 37.76618)
5297,Lincoln Way & 5th Ave  ,POINT(-122.461887 37.766047)
5298,Lincoln Way & 7th Ave  ,POINT(-122.464603 37.766091)
5299,Lincoln Way & 7th Ave  ,POINT(-122.464007 37.765957)
5300,Lincoln Way & 9th Ave  ,POINT(-122.466746 37.766001)
5301,Lincoln Way & 9th Ave  ,POINT(-122.46623 37.765859)
5302,Lincoln Way & 11th Ave  ,POINT(-122.468889 37.765903)
5303,Lincoln Way & 11th Ave  ,POINT(-122.46871 37.76575)
5304,Lincoln Way & 15th Ave  ,POINT(-122.473221 37.765715)
5305,Lincoln Way & 15th Ave  ,POINT(-122.47305 37.76556)
5306,Lincoln Way & 17th Ave  ,POINT(-122.475421 37.765616)
5307,Lincoln Way & 17th Ave  ,POINT(-122.47524 37.76546)
5309,Lincoln Way & 19th Ave  ,POINT(-122.47761 37.765526)
5310,Lincoln Way & 21st Ave  ,POINT(-122.479696 37.765428)
5311,Lincoln Way & 21st Ave  ,POINT(-122.479489 37.765285)
5312,Lincoln Way & 23rd Ave  ,POINT(-122.481839 37.765329)
5313,Lincoln Way & 23rd Ave  ,POINT(-122.481632 37.765195)
5314,Lincoln Way & 25th Ave  ,POINT(-122.483993 37.765221)
5315,Lincoln Way & 25th Ave  ,POINT(-122.483363 37.765105)
5316,Lincoln Way & 27th Ave  ,POINT(-122.486136 37.765131)
5317,Lincoln Way & 27th Ave  ,POINT(-122.485506 37.765016)
5318,Lincoln Way & 29th Ave  ,POINT(-122.488267 37.765032)
5319,Lincoln Way & 30th Ave  ,POINT(-122.488714 37.764881)
5320,Lincoln Way & 31st Ave  ,POINT(-122.490422 37.764943)
5321,Lincoln Way & 33rd Ave  ,POINT(-122.492565 37.764844)
5322,Lincoln Way & 33rd Ave  ,POINT(-122.491934 37.764728)
5323,Lincoln Way & 35th Ave  ,POINT(-122.494708 37.764754)
5324,Lincoln Way & 47th Ave  ,POINT(-122.507405 37.764186)
5325,Lincoln Way & Arguello Blvd  ,POINT(-122.457956 37.765984)
5326,Lincoln Way & Funston Ave  ,POINT(-122.471032 37.765813)
5327,Lincoln Way & Funston Ave  ,POINT(-122.47086 37.76565)
5328,Lincoln Way & Great Hwy  ,POINT(-122.510052 37.764131)
5329,Lincoln Way & La Playa St  ,POINT(-122.50957 37.763926)
5330,Lyell St & Alemany Blvd  ,POINT(-122.431331 37.730641)
5331,Lyon St & Greenwich St  ,POINT(-122.447183 37.797151)
5334,Main St & Howard St   ,POINT(-122.393577 37.790844)
5335,Main St & Mission St   ,POINT(-122.394964 37.791982)
5336,Main St & Market St  ,POINT(-122.39567 37.79253)
5337,Mansell St & Brussels St  ,POINT(-122.403067 37.721096)
5338,Mansell St & Brussels St   ,POINT(-122.403124 37.720926)
5339,Mansell St & Dartmouth St   ,POINT(-122.408886 37.719581)
5340,Mansell St & Dartmouth St   ,POINT(-122.409058 37.719376)
5341,Mansell St & Goettingen St   ,POINT(-122.404098 37.720677)
5342,Mansell St & Goettingen St   ,POINT(-122.404338 37.720766)
5343,Mansell St & Hamilton St   ,POINT(-122.406916 37.720098)
5344,Mansell St & Hamilton St   ,POINT(-122.407088 37.719892)
5345,Mansell St & John F Shelley Dr,POINT(-122.414464 37.718119)
5346,Mansell St & John F Shelley Dr,POINT(-122.414258 37.718039)
5347,Mansell St & John F Shelley Dr,POINT(-122.418804 37.718897)
5348,Mansell St & John F Shelley Dr,POINT(-122.418633 37.718718)
5349,Mansell St & San Bruno Ave   ,POINT(-122.401154 37.721443)
5350,Mansell St & San Bruno Ave   ,POINT(-122.401394 37.721541)
5351,Mansell St & Somerset St   ,POINT(-122.405094 37.720418)
5352,Mansell St & Somerset St   ,POINT(-122.405323 37.720516)
5353,Mansell St & University St   ,POINT(-122.411257 37.718957)
5354,Mansell St & Visitacion Ave   ,POINT(-122.41136 37.71877)
5355,Mason St & Broadway,POINT(-122.411825 37.797208)
5356,Mason St & Broadway  ,POINT(-122.412009 37.797351)
5357,Mason St & Ellis St  ,POINT(-122.40951 37.78507)
5358,Mason St & Filbert St   ,POINT(-122.41258 37.800965)
5359,Mason St & Filbert St   ,POINT(-122.412729 37.800902)
5360,Mason St & Greenwich St   ,POINT(-122.412775 37.801929)
5361,Mason St & Greenwich St   ,POINT(-122.412924 37.80183)
5362,Mason St & Green St   ,POINT(-122.412203 37.7991)
5363,Mason St & Green St  ,POINT(-122.412352 37.79902)
5364,Mason St & Jackson St  ,POINT(-122.411516 37.795709)
5365,Mason St & Jackson St  ,POINT(-122.411666 37.795602)
5366,Mason St & Pacific Ave  ,POINT(-122.411619 37.7962)
5367,Mason St & Pacific Ave  ,POINT(-122.411769 37.79612)
5368,Mason St & Union St   ,POINT(-122.412397 37.800037)
5369,Mason St & Union St   ,POINT(-122.412546 37.799974)
5370,Mason St & Vallejo St   ,POINT(-122.41202 37.798199)
5371,Mason St & Vallejo St  ,POINT(-122.412192 37.798243)
5372,Mason St & Washington St  ,POINT(-122.411059 37.794504)
5384,Mcallister St & Baker St  ,POINT(-122.44152 37.77744)
5385,Mcallister St & Baker St  ,POINT(-122.44185 37.77731)
5389,Mcallister St & Divisadero St ,POINT(-122.43822 37.77786)
5390,Mcallister St & Divisadero St ,POINT(-122.43851 37.77773)
5391,Mcallister St & Fillmore St  ,POINT(-122.43207 37.77864)
5392,Mcallister St & Fillmore St  ,POINT(-122.4314 37.77862)
5393,Mcallister St & Gough St  ,POINT(-122.42386 37.77969)
5394,Mcallister St & Gough St  ,POINT(-122.42369 37.77961)
5395,Mcallister St & Hyde St  ,POINT(-122.41569 37.78073)
5396,Mcallister St & Hyde St   ,POINT(-122.41587 37.78061)
5397,Mcallister St & Larkin St  ,POINT(-122.41741 37.78051)
5398,Mcallister St & Laguna St  ,POINT(-122.42671 37.77933)
5399,Mcallister St & Laguna St  ,POINT(-122.42695 37.77919)
5400,Mcallister St & Pierce St  ,POINT(-122.43493 37.77827)
5401,Mcallister St & Pierce St  ,POINT(-122.43519 37.77815)
5404,Mcallister St & Van Ness Ave  ,POINT(-122.42071 37.78009)
5405,Mcallister St & Van Ness Ave  ,POINT(-122.420144 37.77999)
5417,Metro Powell Station/Downtown,POINT(-122.407695 37.784199)
5418,Balboa Park BART/Mezzanine Level,POINT(-122.446651 37.720876)
5419,Metro Van Ness Station,POINT(-122.419193 37.775069)
5420,Monterey Blvd & Acadia St  ,POINT(-122.437768 37.731668)
5422,Monterey Blvd & Baden St  ,POINT(-122.439635 37.731668)
5423,Monterey Blvd & Baden St  ,POINT(-122.439853 37.731516)
5424,Monterey Blvd & Congo St  ,POINT(-122.441915 37.731659)
5425,Monterey Blvd & Congo St  ,POINT(-122.442133 37.731508)
5426,Monterey Blvd & Detroit St  ,POINT(-122.444607 37.731642)
5427,Monterey Blvd & Detroit St  ,POINT(-122.443977 37.731508)
5428,Monterey Blvd & Edna St  ,POINT(-122.446474 37.731633)
5429,Monterey Blvd & Edna St  ,POINT(-122.446692 37.731481)
5430,Monterey Blvd & El Verano Way ,POINT(-122.461502 37.73008)
5431,Monterey Blvd & Faxon Ave   ,POINT(-122.459085 37.730695)
5432,Monterey Blvd & Foerster St  ,POINT(-122.449166 37.731615)
5433,Monterey Blvd & Foerster St  ,POINT(-122.448536 37.731481)
5434,Monterey Blvd & Gennessee St  ,POINT(-122.451239 37.731472)
5435,Monterey Blvd & Gennessee St  ,POINT(-122.451445 37.731615)
5436,Monterey Blvd & Northgate Dr  ,POINT(-122.461857 37.729972)
5437,Monterey Blvd & Plymouth Ave  ,POINT(-122.457322 37.731115)
5438,Monterey Blvd & Plymouth Ave  ,POINT(-122.457654 37.730874)
5439,Monterey Blvd & Ridgewood Ave ,POINT(-122.453289 37.731615)
5440,Monterey Blvd & Ridgewood Ave ,POINT(-122.453083 37.731472)
5441,Monterey Blvd & Saint Elmo WayE,POINT(-122.460426 37.730553)
5442,Monterey Blvd & San Aleso Ave  ,POINT(-122.46455 37.732283)
5443,Monterey Blvd & San Jacinto Way,POINT(-122.463965 37.732033)
5444,Monterey Blvd & Valdez Ave  ,POINT(-122.455649 37.731445)
5445,Monterey Blvd & Valdez Ave  ,POINT(-122.455832 37.731267)
5446,Mt Vernon Ave & Howth St   ,POINT(-122.45177 37.71969)
5447,Mt Vernon Ave & Louisburg St   ,POINT(-122.45094 37.71937)
5448,Balboa Park BART/Mezzanine level,POINT(-122.446657 37.720899)
5450,555 Myra Way  ,POINT(-122.450712 37.738182)
5451,555 Myra Way  ,POINT(-122.450884 37.7382)
5452,Myra Way & Dalewood Way   ,POINT(-122.453794 37.736736)
5453,Myra Way & Molimo Dr  ,POINT(-122.451491 37.737816)
5454,Myra Way & Molimo Dr  ,POINT(-122.451732 37.737727)
5455,Myra Way & Omar Way  ,POINT(-122.450357 37.739244)
5456,Myra Way & Omar Way  ,POINT(-122.450529 37.739226)
5457,North Point St & Divisadero St,POINT(-122.44329 37.80285)
5458,North Point St & Hyde St  ,POINT(-122.420226 37.805803)
5459,North Point St & Hyde St  ,POINT(-122.420467 37.805633)
5460,North Point St & Jones St  ,POINT(-122.417405 37.806168)
5461,North Point St & Jones St  ,POINT(-122.417176 37.806052)
5462,North Point St & Kearny St  ,POINT(-122.4079 37.80735)
5464,North Point St & Larkin St  ,POINT(-122.42189 37.80559)
5465,North Point St & Larkin St  ,POINT(-122.422106 37.805411)
5466,North Point St & Mason St  ,POINT(-122.41424 37.80656)
5467,North Point St & Mason St  ,POINT(-122.41346 37.806524)
5468,North Point St & Polk St  ,POINT(-122.423987 37.805313)
5469,North Point St & Polk St  ,POINT(-122.423494 37.805241)
5470,North Point St & Stockton St  ,POINT(-122.41038 37.80704)
5471,North Point St & Stockton St  ,POINT(-122.410594 37.80688)
5472,North Point St & Van Ness Ave ,POINT(-122.425111 37.805037)
5473,Naples St & Amazon Ave   ,POINT(-122.4352 37.7155)
5474,Naples St & Athens St   ,POINT(-122.437347 37.712457)
5475,Naples St & Brunswick St  ,POINT(-122.437989 37.711797)
5476,Naples St & Brazil Ave   ,POINT(-122.43002 37.72251)
5477,Naples St & Curtis St   ,POINT(-122.438504 37.711083)
5478,Naples St & France Ave   ,POINT(-122.43356 37.71767)
5479,Naples St & Geneva Ave   ,POINT(-122.43597 37.71445)
5480,Naples St & Geneva Ave   ,POINT(-122.436397 37.714153)
5481,Naples St & Italy Ave   ,POINT(-122.43476 37.7161)
5482,Naples St & Rolph St   ,POINT(-122.436626 37.713457)
5483,Naples St & Rolph St   ,POINT(-122.436786 37.713484)
5484,Naples St & Russia Ave   ,POINT(-122.43241 37.7192)
5485,Naples St & Seville St  ,POINT(-122.437897 37.711672)
5486,Newcomb Ave & Keith St   ,POINT(-122.38598 37.733152)
5487,Newcomb Ave & Keith St   ,POINT(-122.386049 37.733)
5488,Newcomb Ave & La Salle Ave   ,POINT(-122.384858 37.733044)
5489,Newcomb Ave & La Salle Ave   ,POINT(-122.385052 37.733196)
5490,Newcomb Ave & Newhall St   ,POINT(-122.391522 37.736304)
5491,Newhall St & Oakdale Ave   ,POINT(-122.392175 37.735796)
5492,Newhall St & Palou Ave   ,POINT(-122.392737 37.735171)
5495,Noe St & 24th St  ,POINT(-122.43181 37.75133)
5496,Mccullough Rd & Bunker Rd,POINT(-122.50214 37.836443)
5497,Mccullough Rd & Bunker Rd   ,POINT(-122.50241 37.83612)
5500,Middle Point Rd & Innes Ave  ,POINT(-122.379541 37.734174)
5501,Middle Point Rd & West Point Rd,POINT(-122.379321 37.737011)
5503,Middle Point Rd & West Point Rd,POINT(-122.379323 37.735164)
5504,Middle Point Rd & West Point Rd,POINT(-122.37947 37.73502)
5505,Mendell St & Cargo Way   ,POINT(-122.38317 37.7437)
5507,Mendell St & Newhall St  ,POINT(-122.3837 37.74254)
5508,Mendell St & Newhall St  ,POINT(-122.38393 37.74253)
5509,MENDELL ST/US POST OFFICE,POINT(-122.38444 37.74106)
5510,MENDELL ST/Opposite US POST OFFICE,POINT(-122.38464 37.74113)
5511,V.A. HOSPITAL,POINT(-122.504106 37.781827)
5513,126 Miraloma Dr  ,POINT(-122.461458 37.737744)
5514,Miraloma Dr & Bengal Aly  ,POINT(-122.461309 37.737869)
5515,Miraloma Dr & Juanita Way  ,POINT(-122.460083 37.739377)
5516,Miraloma Dr & Juanita Way   ,POINT(-122.460026 37.739199)
5517,Miraloma Dr & Marne Ave  ,POINT(-122.459224 37.740082)
5518,Miraloma Dr & Marne Ave   ,POINT(-122.45927 37.740207)
5519,Miraloma Dr & Yerba Buena Ave ,POINT(-122.460804 37.735505)
5528,Mission St & 1st St   ,POINT(-122.39749 37.78992)
5529,Mission St & 2nd St   ,POINT(-122.40024 37.78775)
5530,Mission St & 2nd St   ,POINT(-122.39985 37.78787)
5531,Mission St & 3rd St   ,POINT(-122.40157 37.78651)
5532,Mission St & 3rd St   ,POINT(-122.40249 37.78597)
5533,Mission St & 4th St   ,POINT(-122.40393 37.78464)
5534,Mission St & 4th St   ,POINT(-122.40452 37.78436)
5535,Mission St & 5th St   ,POINT(-122.40654 37.78259)
5536,Mission St & 5th St   ,POINT(-122.40664 37.782725)
5537,Mission St & 6th St   ,POINT(-122.40831 37.78119)
5538,Mission St & 6th St   ,POINT(-122.4091 37.78075)
5539,Mission St & 7th St   ,POINT(-122.41135 37.77897)
5540,Mission St & 8th St   ,POINT(-122.41355 37.77723)
5541,Mission St & 8th St   ,POINT(-122.41273 37.7777)
5542,Mission St & 9th St   ,POINT(-122.41431 37.77645)
5543,Mission St & 9th St   ,POINT(-122.41518 37.77594)
5544,Mission St & 11th St   ,POINT(-122.41712 37.774216)
5545,Mission St & 11th St   ,POINT(-122.417292 37.774306)
5546,Mission St & 13th St  ,POINT(-122.41978 37.77047)
5547,Mission St & 14th St  ,POINT(-122.41993 37.76862)
5548,Mission St & 14th St  ,POINT(-122.42002 37.7678)
5549,Mission St & 15th St  ,POINT(-122.41979 37.76714)
5550,Mission St & 15th St  ,POINT(-122.41986 37.7662)
5551,Mission St & 16th St  ,POINT(-122.41964 37.76554)
5552,Mission St & 16th St  ,POINT(-122.41971 37.76455)
5553,Mission St & 18th St  ,POINT(-122.419348 37.762635)
5554,Mission St & 18th St  ,POINT(-122.419463 37.761761)
5555,Mission St & 19th St  ,POINT(-122.41917 37.76066)
5556,Mission St & 19th St  ,POINT(-122.41925 37.7598)
5557,Mission St & 20th St  ,POINT(-122.41902 37.75911)
5558,Mission St & 20th St  ,POINT(-122.41909 37.75817)
5559,Mission St & 21st St  ,POINT(-122.41887 37.75751)
5560,Mission St & 21st St  ,POINT(-122.41895 37.75659)
5561,Mission St & 22nd St  ,POINT(-122.41871 37.75582)
5562,Mission St & 22nd St  ,POINT(-122.4188 37.75517)
5563,Mission St & 23rd St  ,POINT(-122.41856 37.75428)
5564,Mission St & 23rd St  ,POINT(-122.41863 37.75343)
5565,Mission St & 24th St  ,POINT(-122.41841 37.75273)
5566,Mission St & 24th St  ,POINT(-122.418528 37.751964)
5567,Mission St & 26th St  ,POINT(-122.4181 37.74951)
5568,Mission St & 26th St  ,POINT(-122.41818 37.74857)
5569,Mission St & 29th St   ,POINT(-122.42064 37.74429)
5570,Mission St & 29th St  ,POINT(-122.42113 37.74381)
5571,Mission St & 30th St    ,POINT(-122.421819 37.742435)
5572,Mission St & 30th St   ,POINT(-122.422 37.74244)
5573,4080 Mission St  ,POINT(-122.428 37.73217)
5574,Mission St & Acton St   ,POINT(-122.4522 37.70889)
5575,Mission St & Allison St   ,POINT(-122.44264 37.71448)
5577,Mission St & Appleton Ave   ,POINT(-122.423871 37.738867)
5578,Mission St & Appleton Ave   ,POINT(-122.42404 37.73899)
5579,Mission St & Beale St   ,POINT(-122.395916 37.791144)
5580,Mission St & Bosworth St  ,POINT(-122.42682 37.73334)
5582,Mission St & Brazil Ave   ,POINT(-122.43481 37.72454)
5583,Mission St & Cortland Ave   ,POINT(-122.422759 37.741052)
5584,Mission St & Cortland Ave   ,POINT(-122.42284 37.74113)
5585,Mission St & Evergreen St   ,POINT(-122.45653 37.70741)
5586,Mission St & Excelsior Ave   ,POINT(-122.43351 37.726355)
5587,Mission St & Fair Ave   ,POINT(-122.41959 37.74592)
5588,Mission St & Flournoy St   ,POINT(-122.45906 37.70682)
5589,Mission St & Foote Ave   ,POINT(-122.44462 37.71285)
5590,Mission St & Francis St   ,POINT(-122.43365 37.72635)
5591,Mission St & Fremont St   ,POINT(-122.39695 37.79015)
5592,Mission St & Geneva Ave   ,POINT(-122.441149 37.716455)
5593,Mission St & Geneva Ave   ,POINT(-122.440782 37.716642)
5594,Mission St & GoeThe St   ,POINT(-122.45708 37.70736)
5595,Mission St & Guttenberg St  ,POINT(-122.44475 37.71251)
5596,Mission St & Highland Ave  ,POINT(-122.423963 37.737448)
5597,Mission St & Highland Ave  ,POINT(-122.4242 37.73706)
5598,Mission St & Italy Ave   ,POINT(-122.439087 37.71915)
5599,Mission St & Italy Ave   ,POINT(-122.439259 37.71865)
5600,Mission St & Lawrence Ave   ,POINT(-122.45087 37.7095)
5601,Mission St & Lowell St   ,POINT(-122.44569 37.71172)
5602,Mission St & Lowell St   ,POINT(-122.446532 37.711468)
5603,Mission St & Main St   ,POINT(-122.39493 37.791965)
5604,Mission St & Mt Vernon Ave   ,POINT(-122.44265 37.7147)
5605,Mission St & Murray St   ,POINT(-122.42592 37.73404)
5607,Mission St & Norton St   ,POINT(-122.43519 37.72431)
5608,Mission St & Oliver St   ,POINT(-122.45006 37.70962)
5609,Mission St & Onondaga Ave   ,POINT(-122.437483 37.721282)
5610,Mission St & Persia Ave   ,POINT(-122.43568 37.72338)
5611,Mission St & Precita Ave  ,POINT(-122.41882 37.74711)
5612,Mission St & Precita Ave  ,POINT(-122.4191 37.74694)
5613,Mission St & Richland Ave  ,POINT(-122.42442 37.73591)
5614,Mission St & Richland Ave  ,POINT(-122.4247 37.73562)
5615,Mission St & Russia Ave   ,POINT(-122.437117 37.721469)
5616,Mission St & Ruth St   ,POINT(-122.43633 37.72281)
5619,Mission St & Sickles Ave   ,POINT(-122.45332 37.70866)
5620,Mission St & Silver Ave   ,POINT(-122.4313 37.72862)
5621,Mission St & Silver Ave   ,POINT(-122.431412 37.728696)
5623,Mission St & Spear St   ,POINT(-122.39435 37.79239)
5624,Mission St & Trumbull St  ,POINT(-122.42927 37.73066)
5625,Mission St & Trumbull St   ,POINT(-122.42971 37.73045)
5626,Mission St & Valencia St   ,POINT(-122.4203 37.74508)
5627,Mission St & Whittier St   ,POINT(-122.44834 37.71048)
5628,Mission St & Whittier St   ,POINT(-122.44845 37.71022)
5630,Munich St & Cordova Ave  ,POINT(-122.435435 37.71094)
5631,Munich St & Geneva Ave   ,POINT(-122.43295 37.71293)
5632,Munich St & Naples St  ,POINT(-122.438241 37.711155)
5633,Galvez Ave & Horne Ave,POINT(-122.365447 37.72792)
5634,33 Moffitt St   ,POINT(-122.432189 37.736834)
5638,Market St & 1st St   ,POINT(-122.399138 37.790896)
5639,Market St & 2nd St   ,POINT(-122.401306 37.789353)
5640,Market St & 3rd St   ,POINT(-122.403519 37.787525)
5641,Market St & 3rd St   ,POINT(-122.403209 37.787712)
5642,Market St & 4th St  ,POINT(-122.404586 37.786597)
5643,Market St & 4th St   ,POINT(-122.405893 37.785652)
5644,Market St & 4th St  ,POINT(-122.406834 37.78484)
5645,Market St & 5th St   ,POINT(-122.408141 37.783886)
5646,Market St & 5th St  ,POINT(-122.408657 37.783395)
5647,Market St & 6th St   ,POINT(-122.4104 37.782102)
5648,Market St & 6th St  ,POINT(-122.411329 37.78129)
5649,Market St & 7th St  ,POINT(-122.413186 37.77981)
5650,Market St & 7th St   ,POINT(-122.412613 37.780363)
5651,Market St & 8th St   ,POINT(-122.414826 37.778606)
5652,Market St & 9th St   ,POINT(-122.41634 37.77741)
5653,Market St & 15th St   ,POINT(-122.4314 37.76569)
5654,Market St & 16th St   ,POINT(-122.43366 37.76391)
5655,Market St & 5th  St   ,POINT(-122.407992 37.784082)
5656,Market St & 7th St   ,POINT(-122.412441 37.780568)
5657,Market St & Battery St   ,POINT(-122.399069 37.79111)
5658,Market St & Beale St   ,POINT(-122.397016 37.792572)
5659,Market St & Buchanan St   ,POINT(-122.426149 37.769786)
5661,Market St & Church St   ,POINT(-122.428628 37.767829)
5662,Market St & Church St   ,POINT(-122.42915 37.767259)
5663,Market St & Clayton St  ,POINT(-122.444055 37.758409)
5665,Market St & Castro St   ,POINT(-122.435449 37.76246)
5667,Market St & 17th St,POINT(-122.43538 37.76262)
5668,Market St & Dolores St   ,POINT(-122.427103 37.76888)
5669,Market St & Drumm St   ,POINT(-122.396178 37.793473)
5671,Market St & Front St   ,POINT(-122.39815 37.79192)
5672,Market St & Gough St   ,POINT(-122.421768 37.773269)
5673,Market St & Gough St   ,POINT(-122.421991 37.772875)
5674,Market St & Grant Ave   ,POINT(-122.40516 37.78639)
5675,Market St & Guerrero St   ,POINT(-122.424971 37.77057)
5676,Market St & Hyde St   ,POINT(-122.414379 37.779105)
5678,Market St & Kearny St   ,POINT(-122.40337 37.78773)
5679,Market St & Larkin St   ,POINT(-122.416213 37.777589)
5680,Market St & Larkin St   ,POINT(-122.416236 37.777598)
5681,Market St & Laguna St   ,POINT(-122.424666 37.770953)
5682,Market St & Main St   ,POINT(-122.396627 37.792984)
5683,Market St & Mason St   ,POINT(-122.40964 37.78285)
5684,Market St & Montgomery St   ,POINT(-122.40248 37.78849)
5685,Market St & New Montgomery St  ,POINT(-122.402163 37.788613)
5686,Market St & Noe St   ,POINT(-122.432812 37.764489)
5687,Market St & Noe St   ,POINT(-122.433323 37.763958)
5688,Market St & Powell St   ,POINT(-122.40731 37.78468)
5689,Market St & Sansome St   ,POINT(-122.400411 37.790156)
5690,Market St & Sanchez St   ,POINT(-122.430707 37.766185)
5691,Market St & Sanchez St   ,POINT(-122.43114 37.765689)
5692,Market St & South Van Ness Ave ,POINT(-122.419321 37.775056)
5693,Market St & Steuart St   ,POINT(-122.39491 37.79426)
5694,Market St & Stockton St   ,POINT(-122.405744 37.785857)
5695,Market St & Taylor St   ,POINT(-122.410228 37.782316)
5696,Market St & Van Ness Ave   ,POINT(-122.419183 37.775243)
5697,Marview Way & Panorama Dr   ,POINT(-122.450541 37.753618)
5698,Moscow St & Brazil Ave   ,POINT(-122.42762 37.72136)
5699,Moscow St & Excelsior Ave   ,POINT(-122.42647 37.7229)
5700,Moscow St & France Ave   ,POINT(-122.43113 37.71669)
5702,Moscow St & Italy Ave   ,POINT(-122.4323 37.71513)
5703,Moscow St & Persia Ave   ,POINT(-122.42876 37.719823)
5704,Masonic Ave & Frederick St  ,POINT(-122.444846 37.767511)
5705,Masonic Ave & Fulton St  ,POINT(-122.44658 37.7759)
5706,Masonic Ave & Fulton St  ,POINT(-122.44636 37.77571)
5707,Masonic Ave & Golden Gate Ave ,POINT(-122.44674 37.77757)
5708,Masonic Ave & Golden Gate Ave ,POINT(-122.446908 37.77754)
5709,Masonic Ave & Geary Blvd  ,POINT(-122.44728 37.78213)
5710,Masonic Ave & Geary Blvd  ,POINT(-122.447573 37.782144)
5711,Masonic Ave & Haight St  ,POINT(-122.445407 37.770089)
5712,Masonic Ave & Haight St  ,POINT(-122.44542 37.77031)
5713,Masonic Ave & Haight St  ,POINT(-122.445304 37.770348)
5714,Masonic Ave & Hayes St  ,POINT(-122.446049 37.77406)
5715,Masonic Ave & Hayes St  ,POINT(-122.44624 37.77402)
5716,Masonic Ave & Oak St  ,POINT(-122.445625 37.771963)
5717,Masonic Ave & Oak St  ,POINT(-122.44573 37.77173)
5718,Masonic Ave & Turk St  ,POINT(-122.447 37.778771)
5719,Masonic Ave & Turk St  ,POINT(-122.44716 37.77876)
5720,Mitchell Rd & Bunker Rd  ,POINT(-122.53238 37.83183)
5721,Mitchell Rd & Bunker Rd  ,POINT(-122.530858 37.831876)
5722,MITCHELL RD/Visitor's Center,POINT(-122.53626 37.83178)
5726,Metro Church Station/Downtown,POINT(-122.429168 37.767194)
5727,Metro Civic Center Station/Downtn,POINT(-122.414813 37.778542)
5728,Metro Castro Station/Downtown,POINT(-122.435231 37.76262)
5730,Metro Forest Hill Station/Downtown,POINT(-122.458623 37.748351)
5731,Metro Montgomery Station/Downtown,POINT(-122.401925 37.788702)
5732,Noe St & 27th St  ,POINT(-122.43148 37.74668)
5733,Noe St & 27th St  ,POINT(-122.43132 37.74654)
5734,Noe St & 28th St  ,POINT(-122.43134 37.74519)
5735,Noe St & 28th St  ,POINT(-122.43117 37.74493)
5736,Noe St & 29th St  ,POINT(-122.43117 37.74354)
5737,Noe St & 29th St  ,POINT(-122.43104 37.7433)
5738,Noe St & 30th St  ,POINT(-122.43101 37.74201)
5739,Noriega St & 16th Ave  ,POINT(-122.47312 37.75526)
5741,Noriega St & 24th Ave  ,POINT(-122.482773 37.754042)
5742,Noriega St & 25th Ave  ,POINT(-122.483014 37.753881)
5744,Noriega St & 27th Ave  ,POINT(-122.485168 37.753782)
5745,Noriega St & 28th Ave  ,POINT(-122.485993 37.753898)
5746,Noriega St & 29th Ave  ,POINT(-122.48731 37.753692)
5747,Noriega St & 30th Ave  ,POINT(-122.489201 37.753754)
5748,Noriega St & 31st Ave  ,POINT(-122.489453 37.753593)
5751,Noriega St & 34th Ave  ,POINT(-122.492432 37.753619)
5752,Noriega St & 34th Ave  ,POINT(-122.49265 37.753458)
5753,Noriega St & 38th Ave  ,POINT(-122.496717 37.75343)
5754,Noriega St & 39th Ave  ,POINT(-122.498012 37.753215)
5755,Noriega St & 40th Ave  ,POINT(-122.498848 37.753331)
5756,Noriega St & 41st Ave  ,POINT(-122.500166 37.753125)
5757,Noriega St & 42nd Ave  ,POINT(-122.501002 37.753241)
