ID-EVENTO,TITULO,PRECIO,GRATUITO,LARGA-DURACION,DIAS-SEMANA,DIAS-EXCLUIDOS,FECHA,FECHA-FIN,HORA,DESCRIPCION,CONTENT-URL,TITULO-ACTIVIDAD,URL-ACTIVIDAD,URL-INSTALACION,NOMBRE-INSTALACION,COORDENADA-X,COORDENADA-Y,LATITUD,LONGITUD,TIPO,Column
7638138,14� Exposici�n Ropero Solidario de Usera,,1,0,"L,M,X,J,V,S,D",,2014-10-14T00:00:00Z,2014-10-17T23:59:00Z,00:00,,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=4f8a3b2146e78410VgnVCM1000000b205a0aRCRD,Actividades culturales. Centro Cultural Usera. Octubre de 2014,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a5e6eae405e78410VgnVCM1000000b205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=54fb1e79ee71c010VgnVCM1000000b205a0aRCRD,Centro Cultural Usera 1,439760,4470507,40.381095838993176,-3.710973351109332,/contenido/actividades/Exposiciones,
7639522,Actividad infantil. Casa del lector,,0,1,"L,M,X,J,V,S,D",,2014-09-21T00:00:00Z,2014-12-14T23:59:00Z,00:00," 11:15 y 12:15 horas. Taller de narraci�n y creaci�n. Ronda de libros . Impartido por Teresa Corchete. Nube. Programa dirigido a beb�s y adultos acompa�antes, que tiene el objeto de acercar la lectura en distintos soportes a los m�s peque�os, vincularla a los afectos, al juego y al encuentro con otros ni�os y otras familias. Contin�a los domingos 28 de septiembre; 5 y 19 de octubre; 9, 23 y 30 de noviembre y 14 de diciembre. (9 meses - 3 a�os. Incripci�n previa).",http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=9272b0cb67388410VgnVCM2000000c205a0aRCRD,Actividades. Casa del lector,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=1a59d23155388410VgnVCM2000000c205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=9eee15d21d5ee310VgnVCM2000000c205a0aRCRD,Casa del Lector,440824,4471863,40.3933877847248,-3.698565632659468,/contenido/actividades/Peliculas,
7662340,Actividad infantil. Cuentacuentos Temblor�ficos,,1,0,"L,M,X,J,V,S,D",,2014-11-02T00:00:00Z,2014-11-02T23:59:00Z,00:00,Horario: 12 y 13 horas.,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f40d2b2e900d8410VgnVCM1000000b205a0aRCRD,Actividad infantil. Cuentacuentos Temblor�ficos,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=fd9b2b2e900d8410VgnVCM1000000b205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=706cef4d7f71c010VgnVCM1000000b205a0aRCRD,Museo del Romanticismo,440834,4475467,40.42585510296794,-3.6987835425963063,/contenido/actividades/ActividadesInfantiles,
7654370,Actividad infantil. Ulises de James Joyce. Compa��a Infima Arts,,0,0,"L,M,X,J,V,S,D",,2014-10-18T00:00:00Z,2014-10-18T23:59:00Z,12:00,,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c4d6ee6d650c8410VgnVCM1000000b205a0aRCRD,Actividad infantil. Ulises de James Joyce. Compa��a Infima Arts,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=45c9ee6d650c8410VgnVCM1000000b205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=69188899fc81c010VgnVCM1000000b205a0aRCRD,Centro Cultural Valdebernardo (Vic�lvaro),447388,4472529,40.39982891410407,-3.621281890570377,/contenido/actividades/ActividadesInfantiles,
7578252,Actividad para familas. 3 ventanas a una historia,,1,0,"L,M,X,J,V,S,D",,2014-10-18T00:00:00Z,2014-10-18T23:59:00Z,11:00,,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=1992d5cbfc937410VgnVCM2000000c205a0aRCRD,Actividad para familas. Tres ventanas a una historia. Biblioteca Nacional de Espa�a,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=68b8d5cbfc937410VgnVCM2000000c205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=2b8d995a8bf5d010VgnVCM2000000c205a0aRCRD,Biblioteca Nacional de Espa�a,441505,4475144,40.42299290045965,-3.690844141741069,/contenido/actividades/ActividadesInfantiles,
7663646,Actividad para ni�os. Circo twister,,0,1,"L,M,X,J,V,S,D",,2014-09-26T00:00:00Z,2014-10-12T23:59:00Z,00:00," Espect�culo tanto para ni�os como para mayores. 
 Tendr� lugar en la calle Camino de la Suerte con vuelta a la avenida del Ensanche de Vallecas (solar) ",http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=53b9d9d0a90d8410VgnVCM1000000b205a0aRCRD,Actividades para ni�os. Distrito de Vallecas. Octubre 2014,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=fcb5095d480d8410VgnVCM1000000b205a0aRCRD,,,,,,,/contenido/actividades/Circos,
7578161,Actividad para ni�os. Cuentos infantiles,,1,0,"L,M,X,J,V,S,D",,2014-10-18T00:00:00Z,2014-10-18T23:59:00Z,12:00,,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=0fe67251fb937410VgnVCM2000000c205a0aRCRD,Cuentos infantiles. Biblioteca P�blica Eugenio Tr�as,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=91727251fb937410VgnVCM2000000c205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=e791bed05ceed310VgnVCM1000000b205a0aRCRD,Biblioteca P�blica Municipal Eugenio Tr�as. Casa de Fieras de El Retiro,442454,4474428,40.4166091081099,-3.6795930368034804,/contenido/actividades/CuentacuentosTiteresMarionetas,
7664333,Actividad para ni�os. Espect�culo de magia infantil. Chucucrus por Rafa Cama. (Distrito de Villa de Vallecas). Octubre 2014,,0,0,"L,M,X,J,V,S,D",,2014-10-10T00:00:00Z,2014-10-10T23:59:00Z,18:00,,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=9b11624aec0d8410VgnVCM2000000c205a0aRCRD,Actividad para ni�os. Espect�culo de magia infantil. Chucucrus por Rafa Cama. (Distrito de Villa de Vallecas). Octubre 2014,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=b473f6c14c0d8410VgnVCM2000000c205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d9e73d0b5e71c010VgnVCM1000000b205a0aRCRD,Centro Sociocultural Francisco Fatou (Villa de Vallecas),447216,4470283,40.379584554687334,-3.6231221291844182,/contenido/actividades/EspectaculosHumorMagia,
7664529,Actividad para ni�os. Fosforita y su abuelo Margarito,,0,0,"L,M,X,J,V,S,D",,2014-10-31T00:00:00Z,2014-10-31T23:59:00Z,18:00,,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=9d7b538f9f0d8410VgnVCM2000000c205a0aRCRD,Actividad para ni�os. Fosforita y su abuelo Margarito,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a6c8538f9f0d8410VgnVCM2000000c205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=9d8c1e79ee71c010VgnVCM1000000b205a0aRCRD,Centro Cultural Zazuar (Villa de Vallecas),448657,4470636,40.382854849033386,-3.606175726625568,/contenido/actividades/ObrasTeatro,
7672061,Actividad para ni�os. Rock-roll kids (Carabanchel),,1,0,"L,M,X,J,V,S,D",,2014-10-19T00:00:00Z,2014-10-19T23:59:00Z,12:00,,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=dc2c055be4ae8410VgnVCM1000000b205a0aRCRD,Actividad para ni�os. Rock-roll kids (Carabanchel),http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=fea506cc14ae8410VgnVCM1000000b205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=340ed2d6fe9a6110VgnVCM1000000b205a0aRCRD,Centro Cultural Fernando L�zaro Carreter (Carabanchel),439245,4471670,40.391436091094086,-3.7171618764739933,/contenido/actividades/ActividadesInfantiles,
